"gene","log2FC","pvalue","padj","pct.1","pct.2"
"Stam",0.53141941373342,2.02353356843833e-23,4.12254493897941e-19,0.14,0.091
"Sfpq",-0.394308819773923,2.1094749792475e-23,4.29763337522094e-19,0.522,0.575
"Ubl5",-0.213235939008086,2.33158933465719e-23,4.75014695149709e-19,0.622,0.667
"Nolc1",0.37654806432577,2.44750389401682e-23,4.98629968328047e-19,0.241,0.181
"Prex1",-0.746764137458741,2.64422379880315e-23,5.38707714530166e-19,0.151,0.201
"Dapp1",-0.558426293585273,2.65337717387247e-23,5.40572531633039e-19,0.123,0.173
"Dusp7",-0.858657413574471,2.68580935595139e-23,5.47179940087976e-19,0.105,0.152
"Rin2",-0.689333052576801,3.47306260323992e-23,7.07567044158069e-19,0.218,0.271
"G3bp2",-0.40884102940565,3.59463998527651e-23,7.32336004200383e-19,0.323,0.375
"Pnrc1",-0.218322372421146,3.68663974582554e-23,7.51079115417037e-19,0.727,0.751
"Msr1",1.18151758240145,4.4603208382625e-23,9.08701164379219e-19,0.188,0.143
"Ilf2",0.47515295477963,4.76159772300787e-23,9.70080304108393e-19,0.26,0.199
"Tcp1",0.334988837810953,4.9938296426717e-23,1.0173929131015e-18,0.375,0.305
"Egln2",0.29031656920556,5.13847501097991e-23,1.04686151398694e-18,0.236,0.175
"Epn1",-0.500475566363735,5.54369946193818e-23,1.12941789138067e-18,0.293,0.345
"Fam168a",0.629363410578909,5.59800828959525e-23,1.14048222883924e-18,0.202,0.148
"Fermt2",0.201748099079147,5.73210731377751e-23,1.16780222303589e-18,0.465,0.375
"N4bp1",0.425121430157915,5.92355671257541e-23,1.20680620905299e-18,0.262,0.198
"Smim27",-0.581451731799265,6.19618968457425e-23,1.26234972443831e-18,0.165,0.217
"Gns",-0.627086472965819,6.86989855409741e-23,1.39960443242627e-18,0.249,0.304
"Hpcal1",0.783497971110168,7.43474422559607e-23,1.51468044108069e-18,0.287,0.234
"Frmd6",-0.705806435714653,7.85968342820975e-23,1.60125330482917e-18,0.149,0.199
"Tmem87b",0.22006024597752,7.8815933094534e-23,1.60571700493494e-18,0.233,0.172
"Cap1",-0.434437068567118,7.9455746560765e-23,1.61875192468246e-18,0.312,0.367
"Etv3",-0.859431417165416,8.66623076864211e-23,1.76557119449546e-18,0.165,0.215
"Cirbp",-0.397648455030741,9.51463993641313e-23,1.93841759424545e-18,0.254,0.312
"Ppp1r14b",0.480960303837236,1.08292881115644e-22,2.20625086696902e-18,0.458,0.423
"Ddx39",0.388285622115084,1.09391294820653e-22,2.22862884938116e-18,0.207,0.15
"Cox7a2l",-0.208933330561896,1.13272005520984e-22,2.30769056847901e-18,0.553,0.61
"Klhl9",-0.745372848222564,1.13704640025794e-22,2.3165046312455e-18,0.159,0.21
"Cdk6",-0.784595351593049,1.15491103484255e-22,2.35290025128472e-18,0.126,0.175
"Metrnl",-0.309324026747416,1.22620817036527e-22,2.49815390548517e-18,0.306,0.369
"Sec11c",-0.308721897331769,1.3333412237782e-22,2.71641607520332e-18,0.351,0.409
"Cxcl9",1.33858326936382,1.72541969632893e-22,3.51519754733093e-18,0.125,0.083
"Rcc2",-0.695326046655722,1.75999570273696e-22,3.58563924518602e-18,0.155,0.204
"Ackr3",0.177222771234562,1.76055380991307e-22,3.5867762769359e-18,0.283,0.216
"Dcun1d3",0.46914937747468,1.77041405016041e-22,3.6068645443918e-18,0.12,0.076
"Nagk",-0.65490741640706,1.83219437197751e-22,3.73272959402978e-18,0.124,0.174
"Rps20",0.115639793273002,1.9083306861165e-22,3.88784210682515e-18,0.934,0.925
"Cycs",0.173997560842206,1.96371450267347e-22,4.00067555629665e-18,0.549,0.479
"Reep5",-0.224477047825212,1.98064577394556e-22,4.03516963525929e-18,0.527,0.576
"Ints6",0.345528873337516,2.0433597666001e-22,4.16293685249439e-18,0.352,0.285
"Ncoa4",-0.668535101821135,2.12639059215023e-22,4.33209555338765e-18,0.139,0.188
"Gata2",0.594886622805584,2.1828175617797e-22,4.44705421861379e-18,0.126,0.082
"Plaa",0.5541511885971,2.23098454883805e-22,4.54518482134775e-18,0.157,0.108
"D16Ertd472e",0.432800474802886,2.27993418993119e-22,4.64490992514682e-18,0.155,0.105
"Hsp90b1",-0.227884962498595,2.44068579815501e-22,4.9724091765812e-18,0.693,0.73
"Bex3",-0.469783743675814,2.50516956177888e-22,5.1037819482121e-18,0.159,0.21
"Cflar",0.308523515339972,2.96893120428875e-22,6.04860354249746e-18,0.426,0.357
"Anxa7",0.332691371264184,3.05149046333076e-22,6.21680152094375e-18,0.353,0.283
"Psmb4",0.318119659378278,3.12435509269713e-22,6.36524863035187e-18,0.58,0.528
"mt-Atp8",-0.301244435245771,3.24691910124682e-22,6.61494828497015e-18,0.832,0.857
"Smchd1",-0.547759400447022,3.90363702372182e-22,7.95287970842845e-18,0.281,0.335
"Myof",-0.628754848538438,4.24698646241911e-22,8.65238551988646e-18,0.156,0.206
"BC005561",0.496405745987302,4.31766781227918e-22,8.79638463395638e-18,0.173,0.121
"Zfp706",-0.355252490464387,4.50024122965335e-22,9.16834145717276e-18,0.394,0.442
"Palm",0.310691403516577,4.62359095708877e-22,9.41964185687696e-18,0.261,0.197
"Tmtc1",0.556741166854615,4.64101981358347e-22,9.45514966621361e-18,0.14,0.094
"Rpl5",0.264017973451969,5.01002939693091e-22,1.02069328903674e-17,0.726,0.734
"Khdrbs1",-0.439491993729729,5.09146498943717e-22,1.03728416229803e-17,0.326,0.377
"Was",-0.817730888494469,5.21722087873174e-22,1.06290440962402e-17,0.077,0.118
"Zswim8",0.317996051665422,5.35368394187753e-22,1.09070602947871e-17,0.208,0.151
"Tpt1",0.150876290544192,5.66314315755741e-22,1.15375215548917e-17,0.973,0.97
"Ccdc174",0.355189039364371,6.10270422911371e-22,1.24330393259734e-17,0.238,0.178
"Ppp3ca",-0.451252741157919,6.7825041319072e-22,1.38179956679345e-17,0.391,0.444
"Rasa1",-0.570944016880325,6.80233856136392e-22,1.38584043510667e-17,0.231,0.285
"Uspl1",0.602360809290679,7.27735137376534e-22,1.48261479537721e-17,0.11,0.069
"Znfx1",0.436833925833318,7.5195189804228e-22,1.53195160188154e-17,0.198,0.144
"Bcl10",-0.361512648770027,8.50652437342396e-22,1.73303421059766e-17,0.395,0.443
"Ndufb3",-0.294192694446655,8.97046798473732e-22,1.82755344253053e-17,0.448,0.497
"Ppp1r18",-0.533085840696766,9.12303935413851e-22,1.85863680761864e-17,0.261,0.314
"Tes",0.653614260223453,9.39623259113476e-22,1.91429446579188e-17,0.129,0.085
"Rb1cc1",0.302925554745192,1.06076908295232e-21,2.16110485269876e-17,0.329,0.263
"Sbno2",0.196212679931207,1.09134958488144e-21,2.22340650927896e-17,0.362,0.288
"Ccdc28b",0.584258584065046,1.17187881878446e-21,2.38746871750957e-17,0.2,0.147
"Rcn3",-0.752143140060319,1.20257440668569e-21,2.45000483874076e-17,0.217,0.265
"Snx10",0.408057457849162,1.20406962128644e-21,2.45305103944686e-17,0.226,0.167
"Csnk1d",0.364130471200266,1.2460996104685e-21,2.53867873640748e-17,0.366,0.299
"Bvht",0.66299481215995,1.33780616603569e-21,2.72551250206451e-17,0.182,0.133
"Atp6v1f",-0.23350807805684,1.34064997977173e-21,2.73130620378894e-17,0.586,0.622
"Acadl",0.361174797339394,1.3497340209959e-21,2.74981312097496e-17,0.345,0.283
"Igfbp6",0.29391000515055,1.4352711259287e-21,2.92407786485453e-17,0.217,0.159
"Hps3",-0.87801343359755,1.44033533359006e-21,2.93439517512303e-17,0.07,0.109
"Zmiz1",0.270553710276049,1.56982327241457e-21,3.19820095289021e-17,0.358,0.292
"Pts",-0.739010685619969,1.57132421258042e-21,3.20125881829009e-17,0.104,0.149
"Mad2l1bp",0.679908442442965,1.58416954005559e-21,3.22742860395524e-17,0.136,0.091
"Mafb",0.118464744146379,1.66397688795359e-21,3.39002011382784e-17,0.483,0.547
"Rassf9",0.497543795877494,1.71887507377237e-21,3.50186418779645e-17,0.139,0.093
"Ubap1",0.423800460680205,1.82097225665257e-21,3.70986677847828e-17,0.201,0.146
"Mgat1",-0.607805289519954,1.92541490276614e-21,3.92264778140545e-17,0.239,0.289
"Ccdc85a",0.463363499314916,2.0300089863196e-21,4.13573730782892e-17,0.146,0.099
"Polr2f",0.303954915987871,2.09042612428031e-21,4.25882514299628e-17,0.435,0.368
"Inpp5d",-0.647492163291989,2.10068018153376e-21,4.27971573383873e-17,0.155,0.205
"Psmd2",0.29102066546158,2.11660681188733e-21,4.31216305785805e-17,0.326,0.262
"Man2a1",0.389109698148878,2.14806031479804e-21,4.37624327933805e-17,0.318,0.257
"Tsfm",-1.08719056856403,2.51714160095249e-21,5.12817258362051e-17,0.113,0.156
"Itgam",1.14331526914753,2.73340439226507e-21,5.56876476836162e-17,0.243,0.202
"Mgst3",-0.229996944329139,2.7823408787181e-21,5.66846307221238e-17,0.141,0.193
"Cebpa",-0.592413105539,2.83668779713171e-21,5.77918404909643e-17,0.173,0.224
"Syngr2",-0.646987375624064,2.91497035128486e-21,5.93866909667265e-17,0.181,0.229
"Tspan2",-1.18352381518217,2.94987116033857e-21,6.00977251495777e-17,0.066,0.104
"Pdcd6",0.299391166338412,2.96739625547233e-21,6.04547639127377e-17,0.38,0.31
"Ccl2",-0.218743615408593,2.96838311494881e-21,6.04748692008521e-17,0.425,0.484
"Cct7",0.335678376322926,3.14636851328401e-21,6.41009657211351e-17,0.46,0.394
"Pdlim2",-0.582098856488904,3.21873921218704e-21,6.55753739698865e-17,0.213,0.265
"Comt",-0.254268471411938,3.35004008785206e-21,6.825036670981e-17,0.34,0.393
"Trp53inp1",0.589736877957207,3.81556487968797e-21,7.7734503293883e-17,0.143,0.098
"N4bp3",0.611534869454112,3.82967683609807e-21,7.80220061818259e-17,0.136,0.092
"Mrps21",-0.214880771505989,3.84944947923522e-21,7.84248342404591e-17,0.444,0.489
"Sesn1",-0.649136403411106,3.92674398617021e-21,7.99995552302457e-17,0.151,0.2
"Unc45b",0.469440534506133,4.15941302122865e-21,8.47397214814913e-17,0.202,0.15
"Pvr",0.593555532348722,4.35172373477559e-21,8.86576676485831e-17,0.133,0.089
"Sgpl1",-0.892184136146414,4.81913756503404e-21,9.81802896124385e-17,0.125,0.17
"Akt1s1",0.319357351062266,4.9437646783306e-21,1.00719317791629e-16,0.195,0.14
"Txndc16",-1.15382725698237,5.05556991710215e-21,1.02997125921122e-16,0.063,0.101
"Gabarapl1",0.350518108149213,5.58296818721311e-21,1.13741810878093e-16,0.336,0.271
"Mrpl32",0.367209878264825,5.72120255285349e-21,1.16558059609284e-16,0.262,0.201
"Pdcd4",-0.501425980898344,5.84832886145272e-21,1.19148003894376e-16,0.189,0.242
"Usf2",-0.511547239838691,5.98173548947716e-21,1.21865897127118e-16,0.251,0.301
"Mrpl38",0.492995505595146,6.57896894250321e-21,1.34033334265618e-16,0.188,0.137
"Map4k4",0.232964558273775,6.91706880578532e-21,1.40921442780264e-16,0.469,0.403
"Agap1",-0.724245299279865,7.57675736912607e-21,1.54361277881205e-16,0.146,0.193
"Medag",0.559419852080394,7.7082539496171e-21,1.57040257715549e-16,0.208,0.156
"Acyp2",0.456672519546123,8.16567590341349e-21,1.66359315180243e-16,0.178,0.128
"Tmem109",-0.536171910841719,9.08370251517978e-21,1.85062271341758e-16,0.251,0.302
"P2rx4",-0.671845544089786,9.19480341473261e-21,1.87325729968347e-16,0.15,0.198
"Stxbp6",-0.568636209956983,1.05174043972726e-20,2.14271079785636e-16,0.104,0.149
"Ddx21",0.35746763648719,1.09659093316766e-20,2.23408470814246e-16,0.38,0.321
"Atp5h",0.00823628901025231,1.12631839386084e-20,2.29464846381269e-16,0.755,0.782
"Max",0.412744652091791,1.16299576635348e-20,2.36937127479194e-16,0.264,0.205
"Srebf2",-0.643947402764591,1.17884472730582e-20,2.40166036294014e-16,0.134,0.181
"Fbln2",0.0756285900489961,1.18731503904288e-20,2.41891692904206e-16,0.344,0.27
"Ets1",-0.809630635343099,1.23301676255698e-20,2.51202505035733e-16,0.317,0.356
"Pip5k1a",0.462945339830147,1.39027367345472e-20,2.8324045549293e-16,0.214,0.159
"Ube2l6",0.583562983642455,1.41939692024769e-20,2.89173734562063e-16,0.18,0.13
"Apobec1",-0.726721235061591,1.48718946036803e-20,3.02985108760779e-16,0.096,0.138
"Tspan13",-0.713629549721503,1.52316361152644e-20,3.10314122576282e-16,0.251,0.303
"Slc35b1",0.337130345014828,1.5407285082376e-20,3.13892618983246e-16,0.26,0.2
"Chordc1",0.431243559583675,1.54891656679363e-20,3.15560772152867e-16,0.208,0.154
"Atg13",0.827201968662008,1.72591466962605e-20,3.51620595642915e-16,0.101,0.063
"Rnf114",0.539440853919269,1.74908583379704e-20,3.56341256919471e-16,0.183,0.133
"Timeless",0.468424542582242,1.76416129054328e-20,3.59412579722382e-16,0.142,0.097
"Unc119",-0.571303154546974,1.95384312029646e-20,3.98056458897998e-16,0.091,0.134
"Sdcbp",-0.290409612168457,2.21931117044154e-20,4.52140264754055e-16,0.574,0.612
"Sat1",-0.107530665449485,2.28319120569878e-20,4.65154544337012e-16,0.618,0.659
"Hnrnpk",-0.210418684691509,2.32839115233043e-20,4.74363129464279e-16,0.653,0.684
"Psmb10",0.530693543570473,2.38731632515714e-20,4.86367954924264e-16,0.451,0.401
"Hipk3",0.348991698860867,2.45824002172151e-20,5.00817239625323e-16,0.285,0.224
"Xpnpep1",0.600102301585535,2.47158827219915e-20,5.03536678695132e-16,0.163,0.115
"Stk4",-0.808083138071817,2.49051798372272e-20,5.07393228823829e-16,0.105,0.148
"Zfp608",-0.91141479232953,2.5144708997225e-20,5.12273156400466e-16,0.131,0.175
"Cwc25",0.222021288214218,2.64416155450481e-20,5.38695033499266e-16,0.258,0.198
"Ankrd44",-0.594965878618404,2.74564369161647e-20,5.59369989293024e-16,0.136,0.183
"Tmem43",0.378712436021995,2.79919200131619e-20,5.70279386428147e-16,0.179,0.128
"Acadsb",0.3861374394742,2.86392960157223e-20,5.83468377728311e-16,0.205,0.151
"Ptprj",-0.686063827795314,3.91045295481254e-20,7.96676580483959e-16,0.176,0.224
"Hnrnph1",-0.336350829700011,4.32466354927415e-20,8.81063704893622e-16,0.523,0.568
"Fads1",-0.839273451412595,4.51787767914101e-20,9.20427219571398e-16,0.089,0.13
"Ifrd1",0.287231536764871,4.5469001285604e-20,9.26339963191611e-16,0.678,0.641
"Ufd1",0.467369775297369,4.54863746333832e-20,9.26693910405916e-16,0.198,0.146
"Mapre2",-0.422767894607745,4.84048701473668e-20,9.86152419512305e-16,0.24,0.293
"Casp12",0.67766231497335,5.09038725734877e-20,1.03706459593967e-15,0.107,0.068
"Rps9",-0.128513691366142,5.21158578812363e-20,1.06175637261443e-15,0.906,0.915
"Rac2",-0.181122093052554,5.2206065173189e-20,1.06359416577338e-15,0.217,0.285
"Dynll2",-0.426870727349434,5.33798442695449e-20,1.08750756730344e-15,0.279,0.329
"Mtmr10",0.593013939728081,5.41879685363897e-20,1.10397148299187e-15,0.136,0.092
"Wipi1",0.463873701725613,5.52825876094484e-20,1.12627215736729e-15,0.165,0.117
"4930523C07Rik",0.249533029366587,5.56445233851155e-20,1.13364587492496e-15,0.382,0.314
"Ripor1",0.540018818485311,5.57320133570294e-20,1.13542830812276e-15,0.205,0.155
"Cdh13",0.517480282846175,5.97023541127399e-20,1.21631606033885e-15,0.164,0.118
"Lsm4",-0.300369241382613,6.39021533252705e-20,1.30187856969574e-15,0.382,0.431
"Tbc1d5",-0.72634160571028,6.48138488278965e-20,1.32045254217074e-15,0.102,0.144
"Alas1",0.495349121896521,6.49190050400522e-20,1.32259488968098e-15,0.174,0.125
"Hcls1",-0.209453875643416,6.71499038881888e-20,1.36804499191407e-15,0.23,0.294
"Zfp622",-0.496654377185573,6.89952565267545e-20,1.40564036121957e-15,0.288,0.336
"Parp8",-0.841879559778461,6.95647060167355e-20,1.41724175567895e-15,0.087,0.127
"Srxn1",0.554862835828593,6.98365170981154e-20,1.4227793628399e-15,0.106,0.067
"Prkd2",0.548702883942883,7.35635026924289e-20,1.49870924035285e-15,0.149,0.104
"Vegfb",-0.491062924301959,7.37276118689534e-20,1.50205263660619e-15,0.086,0.127
"Emsy",0.362607724663928,7.74887787085104e-20,1.57867888862848e-15,0.184,0.133
"Stat2",0.367420740368151,7.9303798209207e-20,1.61565628091617e-15,0.211,0.159
"Aprt",0.353384610110968,8.16760676207764e-20,1.66398652563808e-15,0.409,0.348
"Apobec3",0.763388494379507,8.88181278507801e-20,1.80949171870394e-15,0.202,0.154
"Cyp2d22",0.487015552023625,9.14609361149122e-20,1.86333365146911e-15,0.139,0.095
"Snhg5",0.458453707891303,9.97944176673968e-20,2.03311167113788e-15,0.179,0.13
"Borcs6",-0.770022358402847,1.06647277764943e-19,2.17272498990518e-15,0.133,0.178
"Fchsd2",-0.70302715700287,1.10342170273501e-19,2.24800103498203e-15,0.112,0.155
"Tnfrsf11a",-0.964000859781207,1.14841199130995e-19,2.33965974989577e-15,0.067,0.103
"St13",-0.287350340452885,1.24687753428484e-19,2.54026360059851e-15,0.43,0.478
"Rps15a",-0.158344144727357,1.25443603677461e-19,2.5556625377209e-15,0.886,0.894
"Ctnnb1",-0.511023024640426,1.26443620173478e-19,2.57603587379427e-15,0.478,0.516
"Fam129b",0.422509498299817,1.27360627236124e-19,2.59471805868155e-15,0.191,0.139
"Mxra7",-0.654083133534659,1.31148772053268e-19,2.67189393304123e-15,0.221,0.267
"Faf1",0.312853952959577,1.38209421750954e-19,2.81574054933219e-15,0.172,0.123
"Slfn5",0.326559680926139,1.46231880152362e-19,2.97918209434406e-15,0.456,0.398
"Rassf2",-1.07980759941659,1.66245744924643e-19,3.38692456134976e-15,0.084,0.122
"AU020206",-1.07944206680195,1.76299981167985e-19,3.59175951633536e-15,0.075,0.114
"Gls",-0.315747558932228,1.86511356413173e-19,3.79979586420558e-15,0.542,0.586
"Mphosph10",0.47833992543855,2.00864342288267e-19,4.09220924543886e-15,0.199,0.148
"Rsrc2",0.299520837845059,2.08448786234011e-19,4.2467271219455e-15,0.534,0.469
"Cdc42ep2",0.338493140750247,2.19841954274905e-19,4.47884013444263e-15,0.181,0.131
"Tmem189",0.388814974046092,2.23633942308114e-19,4.55609430664321e-15,0.224,0.169
"Rnh1",0.318455957325996,2.32130559436035e-19,4.72919588739035e-15,0.465,0.409
"Rnf187",-0.373943053528756,2.36020354961929e-19,4.80844269163939e-15,0.312,0.365
"Psmd3",0.328080804430799,2.37327236242009e-19,4.83506778395846e-15,0.287,0.227
"Dab2ip",0.258429905852167,2.55617774598493e-19,5.20770092189509e-15,0.284,0.223
"Prrg3",0.578511705408667,2.64982751956093e-19,5.39849360560148e-15,0.119,0.079
"Mxd1",0.0714606046067611,2.74398541214456e-19,5.59032148016212e-15,0.19,0.139
"Gna11",0.307436246418427,2.81116152728404e-19,5.72717937953578e-15,0.339,0.275
"Knop1",0.335155192850385,3.21112512474423e-19,6.54202521664142e-15,0.217,0.161
"Gm20186",0.518266102897099,3.22873082181343e-19,6.5778933032805e-15,0.142,0.098
"Trafd1",0.321394055526511,3.46836432160202e-19,7.0660986323998e-15,0.268,0.211
"Dnase1l1",-0.659560219260521,3.47711610618973e-19,7.08392864314033e-15,0.091,0.131
"Ceacam1",0.540471463341042,3.49736324220683e-19,7.12517813334798e-15,0.134,0.091
"Ccdc90b",-0.743912837776088,3.58006224068886e-19,7.2936608029554e-15,0.087,0.126
"Atp5g1",0.438332617640484,3.85891614658358e-19,7.86176986543473e-15,0.674,0.648
"Ifi207",-0.719337886543153,4.07205798025339e-19,8.29600372317024e-15,0.409,0.433
"Rin3",0.477228894441139,4.1181281074943e-19,8.38986239339813e-15,0.172,0.125
"Ggct",0.332241072156257,4.17289246213003e-19,8.50143381309752e-15,0.128,0.086
"Ccdc86",0.517198053711218,4.3502831402255e-19,8.8628318415814e-15,0.191,0.141
"Trim56",0.441464238250757,4.425253481201e-19,9.0155689172508e-15,0.189,0.14
"Csf2ra",-0.354222888843383,4.46308833800013e-19,9.09264987100767e-15,0.205,0.262
"Pdlim7",0.316811244738701,4.48375954017762e-19,9.13476331120387e-15,0.243,0.185
"Rnf103",0.446255033741907,4.8217027817843e-19,9.82325507732915e-15,0.16,0.113
"Slc43a2",-0.871657337302108,4.86223981999082e-19,9.9058411852673e-15,0.109,0.15
"Elovl5",0.573321123450819,4.86863521374165e-19,9.91887052095586e-15,0.173,0.126
"Higd2a",-0.251432811206514,4.91016052619839e-19,1.0003470040024e-14,0.354,0.411
"Zbtb10",-0.697499341724869,4.9642681622683e-19,1.01137035269892e-14,0.153,0.198
"Agrn",0.404977084859822,5.14743282609679e-19,1.0486864896607e-14,0.19,0.14
"Dpy30",-0.494468763179671,5.30090777457081e-19,1.07995394091331e-14,0.158,0.205
"Capzb",-0.26082592447764,5.67199786030143e-19,1.15555612407921e-14,0.53,0.573
"Togaram1",0.390730107589056,5.81549134127201e-19,1.18479005095735e-14,0.145,0.101
"Ndufa12",0.419020507229272,5.82610555112302e-19,1.18695248393029e-14,0.42,0.358
"Hmgn1",-0.324995712194962,5.92938300375523e-19,1.20799319935505e-14,0.398,0.442
"Nploc4",0.3234681768545,6.50106319151782e-19,1.32446160400793e-14,0.113,0.074
"Pnp",0.240046026541237,6.51541969827364e-19,1.32738645512929e-14,0.589,0.536
"Zfp703",0.299303576925602,7.24266211205162e-19,1.47554755208828e-14,0.329,0.268
"Wwc2",0.244115429375547,7.4881093611622e-19,1.52555252014957e-14,0.339,0.275
"Tomm6",-0.202471290275724,7.75993484138999e-19,1.58093152523638e-14,0.551,0.597
"Vrk1",-0.705823277323796,7.88512509007252e-19,1.60643653460047e-14,0.081,0.119
"Map3k1",-0.73068417389638,8.61893278559184e-19,1.75593517640863e-14,0.118,0.161
"Mitd1",0.521694985665113,9.28017115095592e-19,1.89064926858425e-14,0.145,0.101
"Eng",0.202674624426778,1.06232603911052e-18,2.16427683947986e-14,0.439,0.374
"Gnb2",-0.181805513366472,1.06319936905712e-18,2.16605607458007e-14,0.668,0.702
"Itpkb",-0.78481259962339,1.0922703037705e-18,2.22528228987165e-14,0.306,0.345
"Mrpl53",0.338892265149089,1.12526528480927e-18,2.29250296474192e-14,0.263,0.204
"Suco",0.195347403205774,1.14099936798845e-18,2.32455801240287e-14,0.292,0.232
"Hcst",-0.850630508027025,1.24505298014934e-18,2.53654643645826e-14,0.096,0.136
"Sertad3",0.716021574687927,1.26604653021639e-18,2.57931659600986e-14,0.1,0.064
"Lsm6",-0.366955059340723,1.30437157562209e-18,2.65739621101489e-14,0.261,0.308
"Cdkn2d",0.450734545538048,1.31131469146519e-18,2.67154142092203e-14,0.234,0.181
"Slc38a1",-0.58604135940641,1.39707244336662e-18,2.84625568887081e-14,0.143,0.189
"Clic5",0.343960298006208,1.480626087411e-18,3.01647952788244e-14,0.237,0.183
"Pdzd2",0.225722046223257,1.67593144425843e-18,3.41437513138771e-14,0.247,0.189
"Ywhag",0.400126166680032,1.80407654557272e-18,3.6754451462953e-14,0.312,0.254
"Rab34",0.482468660847323,1.92836441826959e-18,3.92865682934063e-14,0.163,0.117
"Oas2",0.521424666637454,1.95496436292313e-18,3.9828488965833e-14,0.118,0.079
"Ccdc50",-0.40420903154122,2.02451839616713e-18,4.12455132851128e-14,0.291,0.341
"Hcfc1r1",-0.313809473920464,2.16622644076197e-18,4.41325312776436e-14,0.378,0.425
"AC160336.1",-0.721941815372054,2.22449395230943e-18,4.53196152903999e-14,0.091,0.13
"Gnl2",0.416997797844486,2.26932595579124e-18,4.62329776973349e-14,0.163,0.116
"Gpx1",-0.250020032594665,2.50171372495868e-18,5.09674137185833e-14,0.689,0.707
"Rchy1",-0.481001818979744,2.53435258166346e-18,5.16323651462296e-14,0.212,0.26
"Fbxw8",0.425872679125547,2.55154050674518e-18,5.19825347439196e-14,0.146,0.103
"5430416N02Rik",0.458137183645994,2.67000250869712e-18,5.43959611096864e-14,0.206,0.155
"Lamtor4",-0.20527480384035,2.72637112756603e-18,5.55443589819027e-14,0.44,0.492
"Irf1",-0.234463622071842,2.7556667444593e-18,5.61411985848693e-14,0.371,0.438
"Anp32a",-0.143475157761218,2.77679739726116e-18,5.65716933744017e-14,0.503,0.553
"Hip1r",0.533826871620634,2.84005414921011e-18,5.78604231818576e-14,0.117,0.078
"Tmem176a",-0.383936716359177,2.84138363341348e-18,5.78875087635328e-14,0.397,0.431
"Hhex",-0.583862182892098,3.23282771729206e-18,6.58623990843912e-14,0.097,0.137
"Nr4a1",0.374044482721518,3.39572115926922e-18,6.91810271777918e-14,0.533,0.491
"Dennd5a",-0.397482879660723,3.50863562700963e-18,7.14814336290672e-14,0.324,0.37
"Ibtk",0.379412694760044,3.75936118659411e-18,7.65894654544819e-14,0.149,0.106
"Pik3cd",-0.924106069540955,4.1378540103293e-18,8.43004997524388e-14,0.068,0.103
"Sorbs3",0.432292537438112,4.9649381081087e-18,1.01150684076499e-13,0.123,0.084
"Safb",0.244217348926669,4.97509398337133e-18,1.01357589723224e-13,0.27,0.211
"Fam89b",-0.545997457587968,5.13856239123637e-18,1.04687931596659e-13,0.238,0.282
"Gja1",0.0626529745385713,5.26832889425628e-18,1.07331664562683e-13,0.193,0.14
"Tnrc6a",0.207795711363756,5.5097412226922e-18,1.12249957929908e-13,0.321,0.258
"Acsl1",-0.425044024142579,5.63946197098712e-18,1.14892758734921e-13,0.13,0.174
"Lamb2",0.175217307654647,5.70364337224193e-18,1.16200326422685e-13,0.342,0.273
"Adamts10",-0.723171843600511,5.99345975713466e-18,1.22104755632104e-13,0.105,0.146
"Cd302",-0.174681924640262,6.03820886343525e-18,1.23016429174766e-13,0.354,0.417
"Psenen",-0.261393888803988,7.05617674890954e-18,1.43755488905534e-13,0.508,0.547
"Clic4",0.282058718243074,7.11192040843779e-18,1.44891154481103e-13,0.617,0.572
"Itm2a",-0.976614702208457,7.53098927187144e-18,1.53428844435837e-13,0.113,0.153
"Ntan1",-0.311422819268134,7.61124412857938e-18,1.55063876631548e-13,0.295,0.344
"Ttn",0.361312659987567,7.75329884565834e-18,1.57957957382597e-13,0.145,0.103
"Trim26",-0.652707226777566,8.34202103893289e-18,1.6995199462618e-13,0.176,0.22
"Rbbp6",0.265036966285828,9.44451190386799e-18,1.92413041017503e-13,0.458,0.398
"Unc119b",0.654667825593531,9.83888287646546e-18,2.00447560842231e-13,0.149,0.108
"Srd5a3",-0.695711737120298,1.06613812774784e-17,2.17204320766067e-13,0.092,0.13
"App",-0.180968909441306,1.07614690429411e-17,2.19243408811839e-13,0.669,0.696
"Ifi27",-0.157497773600312,1.09511369588427e-17,2.23107513262502e-13,0.445,0.504
"Mvb12b",-0.857290103829917,1.12191373374945e-17,2.28567484976775e-13,0.071,0.106
"Sap30",-0.486057849635718,1.14318511373199e-17,2.32901103220619e-13,0.186,0.232
"Fam107b",-0.74332167858729,1.14331286107703e-17,2.32927129187224e-13,0.139,0.181
"Mfsd11",-0.552007628841953,1.15109962673878e-17,2.34513526955491e-13,0.126,0.168
"Sos1",0.398108477854758,1.16177980953683e-17,2.36689400596939e-13,0.146,0.103
"Abca8a",-1.24185646145773,1.22653141090121e-17,2.49881244342903e-13,0.154,0.19
"Tor1aip1",0.242471090976752,1.25924647590723e-17,2.56546284536579e-13,0.456,0.394
"Ahnak2",0.575481077319225,1.29205977578247e-17,2.63231338120162e-13,0.126,0.088
"R3hdm4",-0.553124881688729,1.36665758990222e-17,2.78429150790779e-13,0.182,0.227
"Eno3",0.656173221767383,1.40957676716215e-17,2.87173074773944e-13,0.162,0.118
"Rdm1",-0.592428308649817,1.42212713701282e-17,2.89729961623622e-13,0.078,0.114
