"cpg","deltaBeta"
"cg07163026",-0.0206011643535727
"cg20697044",-0.0304702530722844
"cg09895223",0.0157355352032573
"cg02604890",-0.0213783091009314
"cg07831432",0.00576080387421492
"cg11052143",0.0306085119698016
"cg11226714",-0.0038893731129005
"cg06043159",-0.0150032360181516
"cg00697992",0.0485686900531739
"cg04498159",-0.0406051508352232
"cg21878759",-0.0856722781533373
"cg23089913",0.0344801122159868
"cg04268813",-0.0203248309601455
"cg02504280",-0.0141736330312321
"cg21529405",0.121517064110871
"cg05830192",0.00210571016627269
"cg12671121",0.0115632418923564
"cg11951449",0.021941034791907
"cg23267171",-0.017970177077629
"cg23335134",-0.00339514710475972
"cg06945563",-0.0659133015299147
"cg03052080",-0.0572228442424111
"cg08130490",-0.0267865844981062
"cg04324559",-0.0152893269600962
"cg04370730",-0.0450779796481556
"cg24502334",-0.0130611426189772
"cg17482963",-0.00707918902917659
"cg15797801",0.00509284289157698
"cg18942464",-0.00823280124252956
"cg18590053",-0.00968345110675628
"cg26844180",-0.0460035399068557
"cg23591342",-0.0176743649125934
"cg07302848",-0.00513916571363912
"cg09439867",-0.0521324242901973
"cg12274407",-0.0625318001410563
"cg08228422",0.0100385401723431
"cg19523287",0.0104339276066658
"cg10659805",0.070006959185326
"cg14876573",-0.0663235437253213
"cg03733979",-0.0369854664793214
"cg17163607",0.00238388374687837
"cg11384188",-0.00268024413388026
"cg04425820",0.0369982709455099
"cg25514992",-0.0359649463873789
"cg13674486",-0.0335571763932646
"cg00618309",-0.0243911424103486
"cg00063246",-0.0308734879613394
"cg00184235",0.00821996959005694
"cg02384419",-0.0182950501932375
"cg03266686",0.0233024224327119
"cg11072570",-0.0436106416711566
"cg14269223",-0.0168581830223675
"cg16671682",-0.0318072733224822
"cg17383329",-0.00583549758186575
"cg04024910",0.00341186693806106
"cg18739791",0.00460197438419729
"cg20508508",-0.0436242796058137
"cg22596932",-0.0306794384395216
"cg03469793",0.017196673926914
"cg06026375",0.0570601787671083
"cg16301890",0.0121941630769773
"cg01216369",0.00907536470778125
"cg13957874",0.0622090524526963
"cg25035101",-0.0337315033071829
"cg26336814",0.03311573853548
"cg17822807",-0.0290616794171739
"cg01689404",-0.0196558523614727
"cg06280734",-0.0321747172664784
"cg25109789",-0.00620240104040017
"cg20033598",0.00282552927940832
"cg05171195",-0.0121786164755635
"cg14124768",-0.0356434279854843
"cg11613559",0.0240146983556531
"cg16163382",-0.234767014006831
"cg23690866",0.0542914485617459
"cg22599122",-0.0764395245492457
"cg04994084",0.0377900309911715
"cg11688093",-0.183831113539895
"cg20243898",-0.0232118039522892
"cg19107815",-0.0847787988019483
"cg05254221",-0.153003066587076
"cg16252727",-0.0208562456354079
"cg12715235",-0.0239103029233543
"cg25748121",-0.153911461929878
"cg00939558",-0.00211279963334009
"cg04543008",0.0968241948506876
"cg17415326",-0.0486930326258244
"cg04720380",0.00247187164190041
"cg16901323",-0.00773846313939985
"cg27532621",-0.120603169339398
"cg24993140",0.0020540937442779
"cg26310240",-0.00594880206295191
"cg26374686",-0.0671192104618759
"cg15009090",-0.0359827342773514
"cg24028958",-0.00414163195773976
"cg24383467",-0.035862397331835
"cg09376854",0.0173106093256044
"cg06312797",-0.0536100626875303
"cg18292394",-0.0782668127234852
"cg07824182",-0.0189040798944268
"cg00237475",0.0160476922462728
"cg20681626",-0.0165416475263939
"cg05297739",-0.0153994280401385
"cg05525106",0.00289645821839987
"cg19278448",-0.021725413531412
"cg21872391",0.0107891462292569
"cg06637618",-0.00232250340656447
"cg23735749",-0.0258412031035239
"cg09109656",-0.0148139211827797
"cg03741619",0.00389157158299137
"cg07759570",0.00203709285247736
"cg16516248",-0.0210514987813066
"cg02363677",-0.0344313908569411
"cg04807856",-0.0108203505326337
"cg12869679",-0.0174862210283341
"cg16403102",0.00810939321246483
"cg05148465",-0.022496134034791
"cg09184675",-0.0489112923725633
"cg12976501",0.00795162738394553
"cg25354915",-0.0107241579869317
"cg23686908",0.00979901714098738
"cg13582112",-0.0264001419376988
"cg01903503",-0.0325803751606932
"cg25690265",-0.0266898470947297
"cg16858871",-0.0501397496024626
"cg09726240",-0.0285772669970521
"cg06546521",-0.0231083689318781
"cg06119923",-0.00101521616090428
"cg25834613",0.0611912351980174
"cg17978562",0.0160969067919393
"cg21885868",-0.0183431695423021
"cg10236452",-0.00709643958458642
"cg09838857",-0.00727803304844521
"cg10247864",-0.0125653449321173
"cg23670203",-0.0254628602553499
"cg08276739",0.00839508191636544
"cg13213987",-0.120753049777146
"cg01941740",-0.00187653270165503
"cg12610972",0.017655676013328
"cg07055302",-0.00161481894575799
"cg27476623",-0.115712595299644
"cg17040303",0.0755512684589545
"cg09128429",-0.0328369607483865
"cg22792473",0.0219015385169074
"cg17147794",0.0162139777657302
"cg01559446",-0.0279904335107053
"cg21953508",-0.0221218066852739
"cg04117379",-0.0163305291253902
"cg08903389",-0.0447162464081375
"cg12785675",-0.00100713927242045
"cg24464012",0.000752001960194204
"cg21089050",-0.00653855115678226
"cg20218041",-0.0096545964751079
"cg05846476",0.0338654973310634
"cg03454250",0.000362151223617435
"cg04100227",-0.0293912977509733
"cg00081602",0.00910205505888639
"cg20841191",0.00483713308546008
"cg16273251",-0.0253252668298071
"cg21233003",-0.0188509583959406
"cg17672035",0.00111687751904666
"cg04485075",0.0036435478842331
"cg08190928",0.0888113034893882
"cg01157809",-0.0106415644187252
"cg04794804",-0.00814837279929609
"cg09544282",-0.0109265669701684
"cg19634315",-0.0146170420593209
"cg08161666",-0.115900490894027
"cg25552435",0.0303872394560663
"cg20942219",-0.0384322889256596
"cg27494615",0.00100583488172823
"cg04161294",0.045277789635918
"cg27434249",-0.0421508385190253
"cg23468128",-0.00345596450662749
"cg07604251",-0.0050844816409354
"cg17582074",0.0286824422557246
"cg08804846",0.00487402023675963
"cg05191397",-0.00500886678997002
"cg02925076",-0.00705560937281979
"cg16638266",0.0244060253785758
"cg24202817",-0.000427117408569821
"cg07519426",-0.018331417830543
"cg26109017",-0.00478792274141626
"cg07563069",-0.079741631372595
"cg12428043",0.0619782687743121
"cg21170282",-0.00354134994543721
"cg12063490",0.0508325880719288
"cg03595487",-0.00889417136517587
"cg27206345",0.00237894555923694
"cg16635483",-0.0851758793119627
"cg05380558",0.00088361900960382
"cg13781678",-0.0313422989926184
"cg05441941",-0.0554524198954501
"cg01448115",-0.00779298420115565
"cg07164047",-0.0267082633503029
"cg10582941",-0.066896878364362
"cg05211068",-4.49388480461277e-06
"cg07592535",-0.0393992799014519
"cg02519286",-0.00914920842078976
"cg12028052",0.00490596987431623
"cg14095044",0.00868210157802574
"cg15323840",0.183704059821754
"cg04784315",0.0248207663929059
"cg21477232",-0.0893295278725782
"cg16150798",0.00695940807181445
"cg16201762",-0.0309552677621494
"cg16864867",-0.0325810502397662
"cg08458197",-0.0563652752401692
"cg24009707",-0.0205831863101955
"cg14976969",-0.0534141596471946
"cg07688416",-0.0298496479240742
"cg12878710",-0.0195976203745396
"cg08269941",-0.00257130521987747
"cg23123163",0.00857791128969305
"cg03627295",-0.0127384460069764
"cg26350814",-0.0115558814351812
"cg03291607",-0.0683266384694294
"cg04449562",-0.0329323554200497
"cg17605814",-0.00709043167280798
"cg15287594",0.0710699656931783
"cg00704299",-0.0103966474234231
"cg25433595",-0.00795040872753106
"cg18741908",0.0531191316084509
"cg16183122",-0.0559204734169437
"cg18762806",0.0446627363013091
"ch.12.16553146F",-0.000390446103270166
"cg03289833",-0.0556881183561961
"cg25963032",-0.0171066132271258
"cg25316663",0.0785224638874623
"cg26035689",-0.0432057977421761
"cg06831164",0.00787690479607628
"cg17565880",-0.00135038857841375
"cg19738576",-0.007277019327082
"cg26678649",-0.00541267741321867
"cg01485549",-0.020563748145753
"cg16814680",0.0238895425194878
"cg01919567",0.053198040237376
"cg22937753",-0.0221051827104218
"cg06319288",-0.0374315076284945
"cg21857679",0.0500814471985243
"cg22897193",-0.0159696009168829
"cg26480358",-0.0201067254719743
"cg03541338",0.0095766399950292
"cg17398066",-0.00621054643238452
"cg23782866",-0.065428617239478
"cg08546300",-0.0419777227927994
"cg02699694",0.00419603933203838
"cg08836199",-0.0655206868030594
"cg19030737",0.154281963511974
"cg03520966",0.00390429937154863
"cg12467595",-0.00842486291575184
"cg03344027",-0.0103469572747559
"cg13021084",-0.0365515601090117
"cg05691383",-0.0177396329100753
"cg15035705",0.00555103064071563
"cg24262325",0.0547823660149561
"cg02750754",-0.0101655725603269
"cg01711073",0.000566396331736892
"cg12173506",0.00717207933000937
"cg03598726",-0.00472670030599594
"cg20673481",0.0189160492559437
"cg24520975",-0.00432295090724411
"cg03321349",-0.00539346977398536
"cg09713234",0.0498556649990785
"cg27662220",0.000320654256945885
"cg05854694",0.109067083049885
"cg03408024",-0.0336836709942741
"cg27044506",0.0228347136951699
"cg00438775",-0.00166412875311464
"cg04597389",0.0111774469425232
"cg12690978",-0.102141767548028
"cg12888097",-0.0230001127196661
"cg16048803",-0.0603757139495297
"cg17815897",-0.0147957901395568
"cg10369888",-0.0230754190482885
"cg11557658",-0.010758801325387
"cg25021900",0.000836128646992007
"cg04958882",-0.0638069483454627
"cg03259333",-0.0312053254836394
"cg13476672",-0.00342696332678769
"cg12123671",0.101035062477479
"cg00804525",-0.0322789800769907
"cg17722996",0.035726673403337
"cg26824126",-0.00187980247671109
"cg23795893",-0.0477273083147316
"cg01461067",0.0150233515273419
"cg10115191",0.0358773446306471
"cg14710025",-0.0444403308023655
"cg24473450",-0.042850543920982
"cg21733363",0.00685974226675264
"cg16396980",-0.0399636264001502
"cg15630759",0.001110184734553
"cg02807271",-0.0717922989761467
"cg18401108",-0.0260795932483455
"cg12353516",-0.00595774595419742
"cg27595100",-0.00536212495247856
"cg17628556",-0.0142016817397602
"cg11349991",-0.0204357034777127
"cg04916289",0.0518251752798964
"cg07209821",-0.0466111665376843
"cg26479305",-0.118198886043219
"cg08733933",-0.0871800504321547
"cg26675097",-0.00891016149514712
"cg02483873",0.00276157010319369
"cg13705888",-0.0141558188279988
"cg12520319",-0.00812500529269566
"cg11855524",0.00675676702299055
"cg00375146",-0.00517963398767562
"cg11410080",0.00151297485050605
"cg26531906",-0.0236847960212833
"cg00978203",0.0237980075927995
"cg07817881",0.000267778856828063
"cg02893348",-0.0656724919062103
"cg20386784",0.00475019587809955
"cg05233515",0.00443527752942338
"cg03232051",0.0168177986361214
"cg20184732",0.00104436819839374
"cg00264129",-0.0306401841866458
"cg11366363",0.0186311013019841
"cg10859566",0.0171491745949497
"cg02635953",0.00293352481205316
"cg26415023",-0.0229989086728664
"cg05973028",-0.0969079916023613
"cg02458141",-0.0479441025779831
"cg14644941",-0.0333433911139548
"cg14394617",-0.0074932753255206
"cg05710090",0.0131745364988741
"cg11111600",0.0111773950212998
"cg10879116",0.0766464740866001
"cg15112923",-0.0541648505686206
"cg23760102",-0.0469907145489585
"cg04264075",-0.273061313734372
"cg17145370",0.0201678203060727
"cg13993336",0.0164822995629029
"cg05015185",0.0143375620367212
"cg02776641",-0.0178441420777348
"cg26534807",0.0162260402997274
"cg17355809",-0.0463614475162289
"cg02248749",-0.091894031561109
"cg25921910",0.00822962595648591
"cg15425527",-0.0606790827242205
"cg05408370",0.015165061838909
"cg07326413",-0.0707965400746474
"cg19133023",-0.026677435070431
"cg09407438",-0.0275050866264287
"cg03077751",0.00297296564567474
"cg26808417",0.00679400387954312
"cg20948956",-0.00778186188344621
"cg21920570",0.000206140262691668
"cg11907972",-0.0261193106853137
"cg02288001",-0.0196713634151331
"cg08783647",0.0325559471648789
"cg17091610",-0.0276425411541266
"cg08009355",-0.0473404411145829
"cg11963105",-0.0634913410626563
"cg24116687",-0.0867687909119589
"cg14065841",-0.00846802937346096
"cg25722212",-0.0168826863891581
"cg05013913",-0.0877686603722727
"cg19696123",-0.000973907156896769
"cg06481699",0.0155380739187892
"cg14358448",-0.0173155017920147
"cg00648005",-0.0653817166344908
"cg18730023",-0.0149998739284043
"cg18528073",-0.0371795564188181
"cg19191555",0.0493718018567186
"cg15237899",0.0268640145144453
"cg19824059",-0.0122165968472757
"cg14304336",0.0146381336440587
"cg14468932",-0.0889306692521502
"cg13991029",-0.000239841722297296
"cg00013733",-0.00340433707847354
"cg18803306",0.0378673339920613
"cg06883949",0.00880480047488898
"cg21930443",-0.00584378288108472
"cg10480735",-0.0159173159365105
"cg22610423",-0.0109116651021228
"cg24458917",-0.0354033461123717
"cg20715847",-0.0213719370093848
"cg02858843",0.00360170181810406
"cg23032936",0.0901157494276655
"cg01750716",-0.00800002374735476
"cg13526032",-0.00163142608068512
"cg13202845",0.0542685502805102
"cg16603713",0.0070148253995602
"cg17217603",0.00707759629840671
"cg08871356",-0.034766087809544
"cg05105845",0.00924766709426832
"cg06468208",0.00425768993692179
"cg11688651",-0.00223731980074829
"cg14429369",-0.0246590309222912
"ch.18.1233013F",-0.019268955939368
"cg23217527",-0.142182748770536
"cg06423925",0.0461192732158573
"cg06018296",-0.0491457855748608
"cg05321225",0.00646293077228632
"cg12976999",-0.00309436227230427
"cg16451938",0.0200443113702897
"cg16734981",-0.00139263297407186
"cg04355617",0.010387350652871
"cg16258657",-0.157060405628899
"cg10874881",-0.0175177386138571
"cg12999120",0.000335414209822082
"cg07460919",0.0254424115001348
"cg14101380",-0.0457725716265009
"cg22801075",-0.0117294095221958
"cg27438832",-0.0660227067297825
"cg11555247",0.00174168230184402
"cg23943829",-0.0189803018445864
"cg21155870",-0.00486742753505552
"cg04734076",-0.11783715198329
"cg15442990",0.018920949830495
"cg23050300",0.0849544347098673
"cg00035969",0.00151274084137425
"cg00194126",0.124279645371936
"cg11851098",-0.00347425342700924
"cg17511151",0.0235924301811086
"cg23574427",-0.0313174065328177
"cg00940867",0.00234728724565503
"cg20168901",-0.0439007813357724
"cg24706857",-0.128529803512241
"cg02691355",-0.0103686439756636
"cg03100923",0.0245704381503572
"cg19254618",-0.0798930783035402
"cg19930056",0.0128275683550487
"cg24108194",0.00993419697905321
"cg17870909",-0.093600103567783
"cg00551387",-0.0197628107210965
"cg09075968",-0.0751455449961809
"cg19721730",0.0105425002156738
"cg03612190",-0.0304958871026548
"cg11617484",-0.00118897152867314
"cg11523381",-0.0173242350349961
"cg27188860",-0.00595932280240752
"cg24364282",0.0762837168517227
"cg05455234",-0.0549074306618834
"cg23160896",-0.0438199548295487
"cg08462501",0.00956527508284843
"cg03579885",-0.0182274049451308
"cg25283841",-0.035249062589376
"cg01266850",0.0394230268539429
"cg16389407",-0.140722755967433
"cg22157823",0.000492308785314227
"cg03582537",0.00440952932342646
"ch.6.3354773R",-0.0211715617599538
"cg02054724",-0.0192647763245889
"cg14496305",-0.0220727512742603
"cg15415716",-0.0271463063715395
"cg00571747",-0.0175771768453994
"cg24697329",-0.0381183793037048
"cg00378142",-0.0693836073068852
"cg25133887",-0.0108027149432761
"cg00251536",0.00471298783623845
"cg13737493",-0.19842471434351
"cg01206347",-0.040312150635386
"cg25792410",0.0600435257284927
"cg04728978",0.019708832162602
"cg16518689",-0.0310445923022862
"cg04803686",-0.0297954309161639
"cg06532544",-0.0105000996041612
"cg02561343",-0.0069414199774287
"cg09896598",0.0032779660419602
"cg08419918",-0.035532477212761
"cg22429776",0.000308631308343851
"cg17939585",0.030964450163972
"cg24577455",-0.0748368349286742
"cg04474257",-0.0410904293935433
"cg12832498",0.00283599757782033
"cg17546247",0.0830514987025075
"cg19217872",-0.00267676594046336
"cg10662093",0.0264213788079951
"cg13036802",0.0188638412468929
"cg16299636",-0.0558547107983797
"cg10940217",0.000652351219436669
"cg05091873",0.00699445383110049
"cg25352592",-0.0367289328540126
"cg14729455",-0.0114816933589311
"cg20253340",-0.0779605308270999
"cg08437035",-0.0152177323964278
"cg13582959",-0.0236394642648746
"cg20669012",-0.033949506230031
"cg02537616",-0.0145491995672797
"cg19834071",0.03978674274686
"cg10582968",0.0271069788331502
"cg13194994",-0.0157624881213376
"cg25050353",-0.00520633750762056
"cg15340526",-0.00672858402829571
"cg08940097",-0.00519657670449158
"cg02260340",0.00947909907595378
"cg24326075",-0.0418962530526262
"cg20382774",0.000842358104568289
"cg25064910",-0.0112873968725176
"cg19740287",-0.0104088181228567
"cg05265538",0.0191653399088406
"cg14772935",-0.0171823719207901
"cg05296566",-0.018942520725016
"cg18885540",-0.0172063837272302
"cg10322909",0.00261747124725209
"cg09537216",-0.0795172080897774
"cg00691206",-0.0144674107234225
"cg09343421",-0.0226209462197416
"cg20177485",-0.0378429527576901
"cg18976893",8.96093593022503e-05
"cg18221576",-0.0212584158666121
"cg12533856",-0.0379743921844467
"cg01589255",0.086333538457055
"cg23785761",-0.0508448994029513
"cg03229959",-0.00975918010376868
"cg07887163",-0.0545264490676455
"cg06875305",-0.161954402373952
"cg06084244",-0.057880403790786
"cg22872179",0.0028089475662909
"cg09577244",0.0456184904719983
"cg04046669",0.0263836980561831
"cg24673801",-0.0430527607207601
"cg01545575",0.0012969236577528
"cg10199913",0.0397511844582689
"cg21799270",-0.048759284921617
"cg24801244",-0.00163436453208299
"cg02587894",-0.0621798274637232
"cg03352438",0.0085769578252457
"cg23897927",-0.0437542095446736
"cg23411876",-0.00859623645506763
"cg13953394",-0.0430788748180391
"cg04314986",-0.0293507913184954
"cg23531748",-0.0281393955108183
"cg25250013",-0.0358572073619052
"cg05321361",0.0395365134891492
"cg01329973",-0.00404127745894833
"cg00398764",0.0467323171514943
"cg27067621",-0.0241132787673562
"cg08078648",0.00114396060954666
"cg03594311",-0.0111901228552051
"cg26292232",-0.091325095339406
"cg07466531",-0.00385727998287222
"cg16297569",-0.178065614100039
"cg24433477",-0.0238909431408176
"cg11903188",-0.00988025925162939
"cg13302869",-0.0349586616851218
"cg20924136",-0.101789423666221
"cg18919097",0.0138271591281878
"cg14425960",-0.0317724432708825
"cg03265991",-0.0225512075248386
"cg15033068",0.107311989651908
"cg14718836",-0.0184766474314969
"cg07026904",-0.071274314734967
"cg25134283",0.0550696558741798
"cg26742275",-0.0533398499381572
"cg10982746",-0.00422754865089134
"cg09280429",0.00510930579691357
"cg27646848",0.0181354565677223
"cg24443054",-0.00757532092090118
"cg04494059",-0.113582171775352
"cg11098622",-0.0191994603852669
"cg18145189",-0.0274701800540795
"cg01870249",-4.84148805909856e-05
"cg13590180",-0.028710090230092
"cg17312492",0.0116904294255218
"cg15256305",0.0374598504746047
"cg04080041",0.0275868438770531
"cg19433955",-0.00236414491643699
"cg03564754",-0.0127561031359537
"cg15196820",-0.00878831289997195
"cg12539711",-0.00126704330820147
"cg05153057",-0.0275138694732324
"cg22700880",-0.0311421131565933
"cg23221010",-0.024473000190072
"cg25574750",-0.0182671393260631
"cg01335980",-0.0749767562893372
"cg18298195",-0.0742125518131604
"cg15568628",-0.00690566921438339
"cg01819167",-0.0154371626930709
"cg03662545",-0.0230760105443291
"cg23672278",0.0264902459635286
"cg22822867",-0.0562566178165574
"cg17451760",0.00937166368640097
"cg18474502",-0.018200822248703
"cg15566506",0.0353426857118543
"cg20152424",0.0361487005369033
"cg02184918",-0.0270427859867544
"cg11136665",-0.0254553976219332
"cg16117774",0.00240744162328589
"cg09710771",-0.0486485069013889
"cg08743899",-0.0274128082336511
"cg13366863",-0.0555852699664782
"cg08781253",0.0194525943405303
"cg10991108",0.0479804751899968
"cg06068163",-0.0675808655365807
"cg12858416",-0.00154366302823339
"cg20017877",-0.0524379131003072
"cg13501085",0.0208644294431723
"cg05486094",0.0233396917454401
"cg01896656",-0.0101254203082565
"cg02751309",-0.05406321858969
"cg03936229",-0.0363759846819008
"cg24696183",-0.0108853476031834
"cg24962545",-0.00708802302407159
"cg02648999",-0.00675893244433808
"ch.X.1171704R",-0.00127363010428054
"cg04140974",-0.0074241287900329
"cg06960514",-0.0273633949760458
"cg04228468",0.127324927247805
"cg09765709",-0.0115926661775647
"cg03995156",-0.0258860845281852
"cg22993400",0.00340105503277185
"cg09408098",0.0464975759868531
"cg14771889",-0.0616372198564105
"cg10485752",0.0189587208318683
"cg22434333",-0.0205678320293559
"cg05865493",-0.0490601926754438
"cg19351166",0.0142993356911575
"cg13772932",-0.0213295761015746
"cg27628552",-0.0138324250452716
"cg06624525",-0.0133712687402527
"cg13396213",-0.00607340814646566
"cg07405126",-0.00140615336870294
"cg16307912",-0.0232590990488635
"cg27540841",0.00176741221952772
"cg11797159",-0.0160624090889189
"cg00577950",-0.00971201494643215
"cg19744943",-0.021874039252803
"cg09119005",-0.00354007524831753
"cg00228738",-0.0399706402320541
"cg17102042",-0.0154053308711121
"cg27054524",-0.00389418245598164
"cg14607812",0.0352489820558183
"cg01174327",-0.0376350504656211
"cg23415052",-0.019866065513791
"cg07580475",-0.0204670341187123
"cg01538165",-0.0239986948361487
"cg12974545",-0.0541906223960691
"cg25574965",-0.021659973445439
"cg09544630",-0.0104103041095537
"cg13497069",-0.000773485546995412
"cg05488439",0.0221782384698334
"cg18135502",-0.0711942431986771
"cg11944462",-0.0236021402327802
"cg08036435",0.0299389937263701
"cg21994174",-0.0172004930577766
"cg22868319",-0.00290532952172397
"cg18506678",0.0604295861362664
"cg00826902",0.00413836667129042
"cg16327282",-0.0325680471977897
"cg05977671",-0.0676550611558996
"cg11531236",-0.0358138074281121
"cg24289314",-0.00188771579402824
"ch.13.76200044F",0.0285003701499209
"cg00751386",-0.0314602318359551
"cg04157201",0.0238168626718667
"cg04610028",0.0697501116243804
"cg05120042",-0.0741121935211168
"cg16331482",-0.0139798004034931
"cg06578800",-0.0202295510778969
"cg02646515",0.0410409973690805
"cg17586885",0.00461505454609212
"cg11730458",0.0485306011568606
"cg14370507",0.00952302779919634
"cg09757709",0.0380667840838246
"cg11968713",-0.0787940782209869
"cg04585694",0.0551976247187947
"cg14230379",0.00670945239149068
"cg21560413",-0.00196355311702195
"cg13294846",-0.0181824269452928
"cg22864266",-0.117392098663697
"cg09640300",-0.117224232800729
"cg25388707",0.0253907641652898
"cg18116450",-0.023654058633971
"cg09529871",-0.0197650506000369
"cg00767977",-0.0613361668300502
"cg15429180",-0.066149463160868
"cg13959432",-0.0177735942734812
"cg07910945",-0.0756469760276305
"cg18920034",0.00958525121504956
"cg05178192",-0.0270425532791612
"cg00400654",-0.0139096523738684
"cg05182217",0.00858606329454403
"cg09896867",-0.0181816076063582
"cg11249762",0.00852653351585275
"cg21004654",-0.00400445990722975
"cg24391458",0.00277038452471524
"cg08331754",-0.0596875451873884
"cg19661309",0.000667286423772673
"cg15797175",-0.0590634933624693
"cg23198262",-0.0813482626922165
"cg00216659",-0.000120894684557657
"cg15967501",-0.0396544633828019
"cg18874332",-0.101744452763131
"cg12534390",-0.0436676920969994
"cg14277677",-0.026657575474236
"cg19315466",-0.0450388710208819
"cg00973115",-0.0219036421457012
"cg10286128",0.000598259397214751
"cg09902229",0.0228710766435236
"cg14176966",0.0804688556384318
"cg23678322",-0.00975458876799806
"cg22292478",0.0187019056559965
"cg18204833",0.0279194688485034
"cg00274909",-0.0176232072532759
"cg02320356",-0.0861865750454519
"cg19716967",0.00508045742080451
"cg12736359",0.000799704021792191
"cg22777020",-0.00563665471724087
"cg20594809",0.0192055001169204
"cg08602190",0.0646368410014521
"cg15991503",-0.0769968047446176
"cg13683424",-0.0661486416500432
"cg03051258",-0.018469959121286
"cg22034315",-0.0435259636900053
"cg14192401",0.0485224412962164
"cg26783404",0.000484683340850056
"cg26033586",0.0457567480811577
"cg11418427",-0.0140175078154901
"cg09135754",-0.0370251925147934
"cg27119004",-0.084290081755526
"cg16216704",-0.000940318912326973
"cg22509138",-0.0884564472324464
"cg10625579",-0.019634832976384
"cg22327427",0.0205651085139416
"cg15453778",0.0139476244601374
"cg13777312",-0.0979997441029569
"cg05270236",0.0196797998913139
"cg04327010",-0.0215631031886688
"cg09224393",0.0136328706911431
"cg05103917",0.0500885895212491
"cg00983637",0.00186187491859144
"cg16399859",0.0236593423207253
"cg24513045",-0.000416457138980822
"cg06237220",-0.0978630566621952
"cg09299086",0.00827767902811855
"cg01817029",0.0480779358156898
"cg03583494",-0.0615981074403646
"cg05030553",-0.0305938281732425
"cg14811390",0.00631328967861811
"cg15396800",0.00379400319136508
"cg06061033",0.00427825502420766
"cg02801570",-0.0364503468574809
"cg15058557",-0.0889246207299107
"cg19922435",-0.0774858828614454
"cg16967099",0.0231955900493601
"cg25420230",-0.0813946526831217
"cg08882882",-0.00605827177305232
"cg11679069",0.00712491184147002
"cg26161057",-0.00298616279545871
"cg10623221",-0.110355302000939
"cg03184366",-0.00943686755376671
"cg20522707",-0.00309225166204995
"cg10429580",-0.0365858277625092
"cg01521674",-0.0199001232893115
"cg00918794",0.00954328516076081
"cg14315341",0.047157076599877
"cg15838042",-0.0300265033688955
"cg19770550",0.00395692874815183
"cg17544762",0.0118011367673581
"cg16570223",-0.0386634188437273
"cg15195763",-0.00839544961429488
"cg01684586",-0.0719356965028006
"cg09010992",-0.0999444793187341
"cg10976861",0.0251569671735925
"cg07811931",-0.0290383202589176
"cg10465519",-0.0193945641056361
"cg17103126",0.0392154029796875
"cg09112333",-0.00187990241294073
"cg15696662",0.0488733641215741
"cg05930173",-0.117154234332958
"cg05070299",-0.0222450692121225
"cg18054172",0.100975998522977
"cg03278611",-0.0461837822823536
"cg19394739",-0.012176647795768
"cg01204606",0.0207070648126985
"cg26668626",-0.00257112039893693
"cg01524091",0.0486026338589929
"cg16913841",-0.129905402973607
"cg11321030",0.00490771266436235
"cg14445205",-0.0681839143620278
"cg27612126",-0.0158941002615682
"cg13662262",-0.00993914123441339
"cg15305521",0.0252921896375873
"cg26083180",0.00152109069669443
"cg03693568",-0.0670301714080276
"cg08011119",0.0484174583653057
"cg25043496",-0.0247292917718844
"cg07545925",-0.0632115385106333
"cg03627989",-0.0043964042388846
"cg04669077",0.00697411147464101
"cg11560589",-0.00511492632648036
"ch.8.2576295R",-0.0179826501883238
"cg11724511",-0.0148413209414884
"cg02455203",-0.0280461546933427
"cg09302922",-0.0319391906202108
"cg21064080",0.00898111023327949
"cg05015348",-0.00781095615285032
"cg04872689",-0.0981224111580795
"cg08092318",-0.00943758880335388
"cg24478733",-0.0601551408254223
"cg23481169",-0.107236404305499
"cg04235008",0.0125452793746326
"cg18616923",-0.0175058129536072
"cg16527339",-0.00945470399539217
"cg20080492",-0.00681242054988712
"cg12573289",-0.0560685859751417
"cg06903010",-0.0164379105646465
"cg01913077",-0.0205509510167386
"cg22611817",-0.00010755403640127
"cg02229757",0.00386906917013091
"cg15976404",-0.0276426484584493
"cg20696875",0.00637350296488108
"cg24686236",-0.096869734089037
"cg05937630",0.019367602463842
"cg11644585",-0.0015137818206189
"cg03437886",-0.0239269109448423
"cg12913496",-0.000596028286968642
"cg26090554",0.0124567800635724
"cg13526492",-0.0750928877171809
"cg08577953",-0.0048366427016292
"cg14072515",0.0271304043885718
"cg16269010",-0.108971524353315
"cg19907257",-0.0741670429549242
"cg00429107",0.0672616432873754
"cg02802871",0.000443139121017021
"cg10949622",-0.0324254755890887
"cg04276316",-0.0641110700696682
"cg11582403",0.0198824595508877
"cg03960804",-0.0351599108304186
"cg10920817",0.013852468513839
"cg18027831",-0.0324996005131637
"cg00531750",-0.0109092121387391
"cg13078911",-0.00941879389465794
"cg26579171",0.00489024495357129
"cg25380151",-0.0505820231511833
"cg21118819",-0.0604752097232309
"cg22343877",-0.0387772690542248
"cg22773074",-0.00188805531877934
"cg19097880",-0.101486742195424
"cg08351085",-0.0238874082003506
"cg05839492",-0.0242510219090009
"cg23566503",0.0299733353282791
"cg02442820",-0.0336924411567947
"cg00668519",0.0207488721447425
"cg26055488",-0.0343191983757513
"cg17352975",0.0143798737781836
"cg12184886",-0.123268432874247
"cg07921371",-0.00839734564845494
"cg25810357",0.00769501636903525
"cg02054667",0.070012951348519
