"ID","SYMBOL"
"HQ5","OPRD1"
"HQ5","PDE3A"
"HQ5","HTR2A"
"HQ5","ADRA1A"
"HQ5","CHRM2"
"HQ5","ADRA1B"
"HQ5","SLC6A3"
"HQ5","ADRB2"
"HQ5","ADRA1D"
"HQ5","SLC6A4"
"HQ5","ESR2"
"HQ5","GABRA1"
"HQ5","CTSC"
"HQ5","MAPK14"
"HQ5","GSK3B"
"HQ5","HSP90AA2P"
"HQ5","CDK1"
"HQ5","CHEK1"
"HQ5","PRKACA"
"HQ5","PRSS1"
"HQ5","PIM1"
"HQ5","CCNA2"
"HQ5","PNRC2"
"HQ5","CALML5"
"HQ6","PTGS2"
"HQ6","TOP2A"
"HQ6","PNRC2"
"HQ7","NOS2"
"HQ7","PTGS1"
"HQ7","CHRM3"
"HQ7","F2"
"HQ7","NCOA7"
"HQ7","SCNN1A"
"HQ7","PTGS2"
"HQ7","CHRM4"
"HQ7","RXRA"
"HQ7","ACHE"
"HQ7","ADRA1B"
"HQ7","ADRB2"
"HQ7","ADRA1D"
"HQ7","GABRA1"
"HQ7","HSP90AA2P"
"HQ7","CHRNA7"
"HQ7","PRSS1"
"HQ7","PNRC2"
"HQ7","CALML5"
"HQ8","PTGS1"
"HQ8","PTGS2"
"HQ8","VEGFC"
"HQ8","TOP2A"
"HQ8","HGF"
"HQ8","HSP90AA2P"
"same7","NOS2"
"same7","PTGS1"
"same7","F2"
"same7","NCOA7"
"same7","AR"
"same7","PPARG"
"same7","PTGS2"
"same7","NOS3"
"same7","RXRA"
"same7","ACHE"
"same7","PDE3A"
"same7","ADRA1A"
"same7","SLC6A3"
"same7","ADRB2"
"same7","SLC6A4"
"same7","ESR2"
"same7","CTSC"
"same7","MAPK14"
"same7","JUN"
"same7","GSK3B"
"same7","HSP90AA2P"
"same7","CDK1"
"same7","LACTB"
"same7","AOC2"
"same7","CHEK1"
"same7","PRKACA"
"same7","ATP5F1E"
"same7","PRSS1"
"same7","PIM1"
"same7","CCNA2"
"same7","PKIA"
"same7","CALML5"
"same7","HSD3B1"
"same7","IL4"
"same7","SIRT1"
"HQ10","NOS2"
"HQ10","PTGS1"
"HQ10","NCOA7"
"HQ10","AR"
"HQ10","PPARG"
"HQ10","PTGS2"
"HQ10","RXRA"
"HQ10","PDE3A"
"HQ10","ADRB2"
"HQ10","ESR2"
"HQ10","CTSC"
"HQ10","MAPK14"
"HQ10","GSK3B"
"HQ10","HSP90AA2P"
"HQ10","CDK1"
"HQ10","CHEK1"
"HQ10","PRKACA"
"HQ10","PRSS1"
"HQ10","PIM1"
"HQ10","CCNA2"
"HQ10","PNRC2"
"HQ10","CALML5"
"HQ12","F2"
"HQ12","GSK3B"
"HQ12","CDK1"
"HQ13","TOP2A"
"HQ14","PTGS2"
"HQ14","RXRA"
"HQ14","HSP90AA2P"
"HQ14","PRSS1"
"same1","PTGS1"
"same1","INSR"
"same1","F2"
"same1","AR"
"same1","SCNN1A"
"same1","F10"
"same1","BCL2"
"same1","ALOX5"
"GG3","HSP90AA2P"
"GG3","CDK1"
"GG3","CHEK1"
"GG3","PRKACA"
"GG3","PRSS1"
"GG3","PIM1"
"GG3","CCNA2"
"GG3","NCOA7"
"GG3","CALML5"
"GG4","TOP2A"
"SQ1","PTGS1"
"SQ1","PTGS2"
"SQ1","PNRC2"
"SQ2","PTGS1"
"SQ2","NCOA7"
"SQ2","PTGS2"
"SQ2","RXRA"
"SQ2","ADRB2"
"SQ2","SLC6A4"
"SQ2","HSP90AA2P"
"SQ2","PIK3CG"
"SQ2","LACTB"
"SQ2","AOC2"
"SQ2","PRKACA"
"SQ2","PKIA"
"same4","PTGS1"
"same4","DRD1"
"same4","CHRM3"
"same4","SCNN1A"
"same4","BCL2"
"same4","PTGS2"
"same4","GABRA2"
"same4","CHRM4"
"same4","PDE3A"
"same4","HTR2A"
"same4","ADRA1A"
"same4","GABRA3"
"same4","CHRM2"
"same4","ADRA1B"
"same4","ADRB2"
"same4","SLC6A4"
"same4","OPRM1"
"same4","GABRA1"
"same4","PON2"
"same4","JUN"
"same4","HSP90AA2P"
"same4","PIK3CG"
"same4","CHRNA7"
"same4","PRKACA"
"same4","NOS3"
"hsa05418","MMP2"
"hsa05418","TNF"
"hsa05418","MAP3K7"
"hsa05418","IFNG"
"hsa05418","JUN"
"hsa05418","TP53"
"hsa05418","HMOX1"
"hsa05418","MMP9"
"hsa05418","AKT1"
"hsa05418","RELA"
"hsa05418","CALML5"
"hsa05418","NOS3"
"hsa05418","EDN1"
"hsa05418","BCL2"
"hsa05418","ITGB3"
"hsa05418","FOS"
"hsa05418","IL1B"
"hsa05418","SELE"
"hsa05418","PLAT"
"hsa05418","VCAM1"
"hsa05418","THBD"
"hsa05418","GSTM2"
"hsa05418","CAV1"
"hsa05418","NFKB1"
"hsa05418","IL1A"
"hsa05418","NCF2"
"hsa05418","NFE2L2"
"hsa05418","IKBKB"
"hsa05418","MAPK14"
"hsa04933","MMP2"
"hsa04933","TNF"
"hsa04933","JUN"
"hsa04933","CASP3"
"hsa04933","AKT1"
"hsa04933","RELA"
"hsa04933","NOS3"
"hsa04933","PIM1"
"hsa04933","EDN1"
"hsa04933","STAT5B"
"hsa04933","BCL2"
"hsa04933","IL1B"
"hsa04933","SELE"
"hsa04933","VCAM1"
"hsa04933","THBD"
"hsa04933","F3"
"hsa04933","COL3A1"
"hsa04933","BAX"
"hsa04933","NFKB1"
"hsa04933","IL1A"
"hsa04933","SERPINE1"
"hsa04933","PRKCB"
"hsa04933","TGFB1"
"hsa04933","VEGFC"
"hsa04933","MAPK14"
"hsa04218","CDK2"
"hsa04218","TP53"
"hsa04218","RBL1"
"hsa04218","MDM2"
"hsa04218","CCND3"
"hsa04218","CCNB1"
"hsa04218","AKT1"
"hsa04218","RELA"
"hsa04218","CALML5"
"hsa04218","CDK1"
"hsa04218","CCNA2"
"hsa04218","CHEK1"
"hsa04218","MYC"
"hsa04218","CDKN2A"
"hsa04218","NFKB1"
"hsa04218","IL1A"
"hsa04218","SERPINE1"
"hsa04218","RAF1"
"hsa04218","CHEK2"
"hsa04218","E2F1"
"hsa04218","E2F2"
"hsa04218","TGFB1"
"hsa04218","PTEN"
"hsa04218","MAPK14"
"hsa04218","SIRT1"
"hsa04668","PTGS2"
"hsa04668","TNF"
"hsa04668","MAP3K7"
"hsa04668","JUN"
"hsa04668","CASP7"
"hsa04668","CASP3"
"hsa04668","MMP9"
"hsa04668","AKT1"
"hsa04668","RELA"
"hsa04668","EDN1"
"hsa04668","FOS"
"hsa04668","CXCL2"
"hsa04668","IL1B"
"hsa04668","SELE"
"hsa04668","VCAM1"
"hsa04668","MMP3"
"hsa04668","CASP8"
"hsa04668","NFKB1"
"hsa04668","IKBKB"
"hsa04668","VEGFC"
"hsa04668","MAPK14"
"hsa04657","PTGS2"
"hsa04657","TNF"
"hsa04657","MMP1"
"hsa04657","MAP3K7"
"hsa04657","IFNG"
"hsa04657","JUN"
"hsa04657","CASP3"
"hsa04657","IL4"
"hsa04657","MMP9"
"hsa04657","RELA"
"hsa04657","GSK3B"
"hsa04657","FOS"
"hsa04657","CXCL2"
"hsa04657","IL1B"
"hsa04657","MMP3"
"hsa04657","CASP8"
"hsa04657","NFKB1"
"hsa04657","IKBKB"
"hsa04657","MAPK14"
"hsa04010","INSR"
"hsa04010","TNF"
"hsa04010","EGF"
"hsa04010","HGF"
"hsa04010","MAP3K7"
"hsa04010","JUN"
"hsa04010","TP53"
"hsa04010","PRKACA"
"hsa04010","CASP3"
"hsa04010","AKT1"
"hsa04010","ERBB2"
"hsa04010","RELA"
"hsa04010","MYC"
"hsa04010","FOS"
"hsa04010","IL1B"
"hsa04010","ELK1"
"hsa04010","HSPB1"
"hsa04010","NFKB1"
"hsa04010","IGF2"
"hsa04010","IL1A"
"hsa04010","PRKCB"
"hsa04010","RAF1"
"hsa04010","RASA1"
"hsa04010","ERBB3"
"hsa04010","TGFB1"
"hsa04010","IKBKB"
"hsa04010","VEGFC"
"hsa04010","CACNA1S"
"hsa04010","MAPK14"
"hsa04210","CTSC"
"hsa04210","TNF"
"hsa04210","JUN"
"hsa04210","TP53"
"hsa04210","CASP7"
"hsa04210","BAK1"
"hsa04210","CASP3"
"hsa04210","CASP9"
"hsa04210","MCL1"
"hsa04210","AKT1"
"hsa04210","RELA"
"hsa04210","BCL2"
"hsa04210","FOS"
"hsa04210","CTSD"
"hsa04210","BAX"
"hsa04210","CASP8"
"hsa04210","NFKB1"
"hsa04210","RAF1"
"hsa04210","IKBKB"
"hsa04151","RXRA"
"hsa04151","CHRM2"
"hsa04151","INSR"
"hsa04151","EGF"
"hsa04151","HGF"
"hsa04151","PIK3CG"
"hsa04151","CDK2"
"hsa04151","TP53"
"hsa04151","IL2"
"hsa04151","CASP9"
"hsa04151","MDM2"
"hsa04151","CCND3"
"hsa04151","MCL1"
"hsa04151","IL4"
"hsa04151","AKT1"
"hsa04151","ERBB2"
"hsa04151","RELA"
"hsa04151","NOS3"
"hsa04151","GSK3B"
"hsa04151","BCL2"
"hsa04151","ITGB3"
"hsa04151","MYC"
"hsa04151","NFKB1"
"hsa04151","IGF2"
"hsa04151","SPP1"
"hsa04151","RAF1"
"hsa04151","ERBB3"
"hsa04151","PTEN"
"hsa04151","IKBKB"
"hsa04151","VEGFC"
"hsa04066","INSR"
"hsa04066","EGF"
"hsa04066","IFNG"
"hsa04066","HMOX1"
"hsa04066","AKT1"
"hsa04066","ERBB2"
"hsa04066","RELA"
"hsa04066","NOS3"
"hsa04066","EDN1"
"hsa04066","NOS2"
"hsa04066","BCL2"
"hsa04066","GAPDH"
"hsa04066","HK2"
"hsa04066","NFKB1"
"hsa04066","SERPINE1"
"hsa04066","PRKCB"
"hsa04926","MMP2"
"hsa04926","MMP1"
"hsa04926","JUN"
"hsa04926","PRKACA"
"hsa04926","MMP9"
"hsa04926","AKT1"
"hsa04926","RELA"
"hsa04926","NOS3"
"hsa04926","EDN1"
"hsa04926","NOS2"
"hsa04926","FOS"
"hsa04926","COL3A1"
"hsa04926","NFKB1"
"hsa04926","RAF1"
"hsa04926","TGFB1"
"hsa04926","VEGFC"
"hsa04926","MAPK14"
"hsa04932","RXRA"
"hsa04932","INSR"
"hsa04932","TNF"
"hsa04932","JUN"
"hsa04932","CASP7"
"hsa04932","CASP3"
"hsa04932","AKT1"
"hsa04932","RELA"
"hsa04932","GSK3B"
"hsa04932","IL1B"
"hsa04932","BAX"
"hsa04932","CASP8"
"hsa04932","NFKB1"
"hsa04932","IL1A"
"hsa04932","PPARA"
"hsa04932","TGFB1"
"hsa04932","IKBKB"
"hsa04071","OPRD1"
"hsa04071","TNF"
"hsa04071","TP53"
"hsa04071","AKT1"
"hsa04071","RELA"
"hsa04071","NOS3"
"hsa04071","BCL2"
"hsa04071","CTSD"
"hsa04071","BAX"
"hsa04071","NFKB1"
"hsa04071","PRKCB"
"hsa04071","RAF1"
"hsa04071","PTEN"
"hsa04071","MAPK14"
"hsa04064","PTGS2"
"hsa04064","TNF"
"hsa04064","MAP3K7"
"hsa04064","CD40LG"
"hsa04064","RELA"
"hsa04064","BCL2"
"hsa04064","PLAU"
"hsa04064","CXCL2"
"hsa04064","IL1B"
"hsa04064","VCAM1"
"hsa04064","NFKB1"
"hsa04064","PRKCB"
"hsa04064","IKBKB"
"hsa04620","TNF"
"hsa04620","MAP3K7"
"hsa04620","JUN"
"hsa04620","AKT1"
"hsa04620","RELA"
"hsa04620","FOS"
"hsa04620","IL1B"
"hsa04620","CASP8"
"hsa04620","NFKB1"
"hsa04620","IRF3"
"hsa04620","SPP1"
"hsa04620","IKBKB"
"hsa04620","MAPK14"
"hsa04931","INSR"
"hsa04931","TNF"
"hsa04931","AKT1"
"hsa04931","SLC2A2"
"hsa04931","RELA"
"hsa04931","NOS3"
"hsa04931","GSK3B"
"hsa04931","ACACB"
"hsa04931","NFKB1"
"hsa04931","PPARA"
"hsa04931","PRKCB"
"hsa04931","PTEN"
"hsa04931","IKBKB"
"hsa04022","OPRD1"
"hsa04022","PDE3A"
"hsa04022","ADRA1A"
"hsa04022","ADRA1B"
"hsa04022","ADRB2"
"hsa04022","ADRA1D"
"hsa04022","INSR"
"hsa04022","PIK3CG"
"hsa04022","AKT1"
"hsa04022","CALML5"
"hsa04022","NOS3"
"hsa04022","ADRA2A"
"hsa04022","ADRA2B"
"hsa04022","RAF1"
"hsa04022","ADRB1"
"hsa04022","CACNA1S"
"hsa04215","CASP7"
"hsa04215","BAK1"
"hsa04215","CASP3"
"hsa04215","CASP9"
"hsa04215","BCL2"
"hsa04215","BAX"
"hsa04215","CASP8"
"hsa04068","INSR"
"hsa04068","EGF"
"hsa04068","CDK2"
"hsa04068","MDM2"
"hsa04068","CCNB1"
"hsa04068","IL10"
"hsa04068","AKT1"
"hsa04068","RAF1"
"hsa04068","TGFB1"
"hsa04068","PTEN"
"hsa04068","IKBKB"
"hsa04068","MAPK14"
"hsa04068","SIRT1"
"hsa04923","PTGS1"
"hsa04923","PTGS2"
"hsa04923","ADRB2"
"hsa04923","INSR"
"hsa04923","PRKACA"
"hsa04923","AKT1"
"hsa04923","PTGER3"
"hsa04923","ADRB1"
"hsa04370","PTGS2"
"hsa04370","CASP9"
"hsa04370","AKT1"
"hsa04370","NOS3"
"hsa04370","HSPB1"
"hsa04370","PRKCB"
"hsa04370","RAF1"
"hsa04370","MAPK14"
