"probe","GSM254684","GSM254674","GSM254664","GSM254724","GSM254627","GSM254661","GSM254647","GSM254696","GSM254641","GSM254675","GSM254694","GSM254678","GSM254717","GSM254695","GSM254708","GSM254646","GSM254711","GSM254669","GSM254673","GSM254702","GSM254691","GSM254689","GSM254710","GSM254719"
"207643_s_at",9.931610341,9.895435038,9.663106323,10.40518871,9.366442393,9.721971095,10.13856924,10.71841296,10.43480129,10.00093329,10.5404282,9.833112175,10.0487599,10.3305718,9.908943363,10.07645221,11.01162938,10.30917448,10.17216521,10.52876978,9.782866231,9.884425614,10.0486579,10.70134753
"211169_s_at",6.091026504,4.551603778,4.736750493,4.591340949,4.708431493,4.62663447,4.61185287,4.73638715,4.656196065,4.897859242,4.709988963,5.160881579,4.705452925,4.708431493,4.697263196,4.600104183,4.823464586,4.726575872,4.589679436,4.685061673,4.626613401,4.57194394,4.568738554,4.515396639
"211203_s_at",8.531197799,8.113401531,8.300878988,8.124093511,8.548908838,8.250197143,8.136192469,8.187829493,8.171535945,8.352601374,8.496040622,8.363915572,8.311989536,8.213211485,8.427890241,8.239584748,8.12363737,8.329776431,8.105254666,8.313323897,8.170395395,8.56444877,8.090967057,8.203330562
"206454_s_at",5.987069402,5.846061243,5.838973255,5.999486071,5.965209588,6.066743049,5.955449046,5.896378983,6.001525528,6.161711091,6.032447493,6.336809161,5.896722501,5.987069402,5.970952817,5.878267065,5.834565051,5.768902202,5.898546597,6.002798658,5.929961914,5.831038229,5.676590239,5.963356628
"211702_s_at",6.637820787,6.089006493,5.848487188,5.786978772,6.203096514,5.752368946,5.974379044,5.661551271,6.278215332,5.635650624,5.798243278,5.972956859,5.696136792,5.910101335,5.819337251,5.760391301,5.844586549,5.744227083,5.73761106,5.660945544,5.772543879,6.110087227,5.874042108,5.703543134
"209592_s_at",7.664504433,7.704425777,7.760161624,7.768801058,7.598704774,7.523245033,7.717296688,7.663724552,7.879515923,7.625100812,7.640572864,7.224871558,7.355736353,7.607940669,7.510809241,7.365762837,7.164193664,7.46824483,7.337614756,7.64344294,7.394103654,7.532051922,7.595913874,7.711817947
"209594_x_at",8.576173122,8.520999063,8.796647645,8.85372915,9.042277488,8.758533811,8.763289715,8.793320047,8.771456496,8.613344302,8.782324781,8.6966967,8.716339604,8.313261212,8.683993086,8.436698321,8.298922957,8.287399407,8.255258572,8.268957267,8.661150146,8.269512161,8.295545212,8.486500548
"210871_x_at",7.221166767,6.987604174,6.844363334,7.453551987,7.704856308,7.133342906,7.117330644,6.927025078,7.264118928,7.112580845,6.976825012,6.794260016,7.603416449,7.295248373,7.400121421,7.233136286,6.977543689,7.36703022,7.119484312,6.906832688,7.286247902,7.225697567,7.056453209,7.275501518
"200626_s_at",9.673155099,9.882610894,9.626123125,9.978018383,10.21299615,10.18613665,9.824136168,9.455895851,10.41300304,9.347058729,9.54784334,9.735274114,10.16917465,9.634543794,9.884373886,10.49009379,9.712670771,9.797575226,10.34767809,9.793307558,10.04901034,10.46314447,10.44684002,10.12769505
"211748_x_at",11.66807755,10.03230583,9.685428575,9.807425775,9.313512119,11.02899451,11.33068769,11.17653478,9.494195411,9.7436977,11.4837663,9.261911946,12.07115434,11.29613609,12.28888128,12.33820677,11.39166657,12.39309813,12.14017865,12.4613291,11.73340135,11.26127878,12.2108866,11.90080449
"208210_at",7.59426569,7.461757417,7.670333822,7.701528207,7.876450579,7.98069315,7.732552976,7.752558581,7.707939398,8.064847821,7.778431827,7.803126416,7.939178619,7.463936744,7.894452632,7.535753969,7.61937815,7.793452575,7.379921175,7.340902738,7.896131079,7.586664096,7.430210985,7.749519823
"205140_at",7.19733864,6.964072395,7.786976945,6.712068036,7.510410187,7.513364372,6.657256169,6.845003679,7.290030003,7.368483778,6.984272033,8.060821973,7.134576043,6.734982199,7.120525773,7.197239834,7.010998348,6.880146627,7.334405172,6.785671901,7.112068354,7.58669422,7.365690699,6.638259374
"213200_at",7.024394675,6.259755736,6.690331154,6.753861044,6.846372808,6.447594234,6.292671806,6.525456982,6.199472377,6.306397114,6.510233692,6.809909786,6.42222306,6.594259324,6.366078105,6.432210206,6.727161,6.476545029,6.551723029,6.739708247,6.405652471,6.151861201,6.131894175,6.785233301
"200883_at",8.929232038,8.56095701,8.967004271,9.509478266,9.285567044,9.421668472,9.026625027,8.779207637,9.348223098,8.978635762,9.190938055,8.992627937,8.950733498,8.84251129,9.139250844,9.546223515,8.307925416,9.368528457,9.262437067,8.758208541,9.386049278,9.550459879,9.54790664,9.055252542
"219088_s_at",7.113700568,7.033366155,7.391627729,7.199182673,7.065377784,7.015523771,6.919055205,7.564463561,6.95964773,7.019397392,7.184412438,6.444649626,6.712501432,6.544178781,6.737998463,6.599795612,6.888706808,6.976748885,6.966268649,6.927099485,6.630998807,6.541471423,6.829435508,6.898944907
"213802_at",5.394646004,5.193729062,5.143067028,5.313851897,4.875654575,5.258151288,5.024707191,5.39890049,5.1320555,5.042262013,5.626986494,5.306288566,5.350618964,5.207792976,6.560860269,6.503542747,5.517636251,5.733800588,5.48385413,5.69946919,5.485236492,5.988511916,5.336211565,5.562681444
"204144_s_at",6.73976025,6.34431516,6.132433403,6.526252217,6.309287035,5.941352534,5.918199447,6.383198164,6.425313423,6.298289358,6.647347145,5.969978729,6.349994354,6.662334293,6.333969568,6.66922018,6.594169664,6.430217302,6.445146463,6.519945437,6.237122716,5.989188816,6.328423959,6.69960597
"211163_s_at",4.934538111,5.214252178,5.404000522,5.151771922,5.381240239,5.482865734,4.900659223,5.185196101,5.924990562,5.106250234,5.653233455,4.575588491,5.133651555,5.912526672,5.294019629,4.87638553,4.962452997,5.175402792,5.202661464,5.085824138,5.284066942,5.07889158,5.632678866,5.380605203
"210030_at",6.029921125,5.453143275,5.925529278,5.807617625,5.697179799,5.537071012,5.571382632,5.82111074,5.54293326,5.44958548,5.795104989,4.867083856,5.558528157,5.933626085,5.332104928,5.497412806,6.037324291,5.507907714,5.607019806,5.779940792,5.712432285,5.302114626,5.390643884,5.338353885
"205108_s_at",5.870094342,5.476000631,5.958853393,5.475065017,5.598297331,5.454545131,5.326631104,5.549158864,5.541191308,5.691300326,5.508254203,6.126988461,5.651526924,5.479563113,5.70589382,5.497446317,5.661697421,5.545358605,5.430010946,5.818651146,5.612542395,5.545397688,5.277835837,5.762238388
"204278_s_at",7.545885607,8.120189172,7.657382974,7.010236226,7.392388586,7.744288598,7.31650663,6.89307889,7.316419007,6.590488623,7.984973498,7.428663096,7.76497092,7.332959467,7.61612596,8.207948421,7.701473436,7.623923907,7.839065947,7.433453077,7.946990644,8.357387014,7.677346698,8.045065075
"216716_at",5.435761594,5.220253035,5.2303261,5.401130158,5.174076683,5.222495372,5.412122385,5.435560663,4.852041463,5.263785231,5.257978195,5.606588149,5.031846511,5.431283468,5.049524892,5.024643465,5.125787383,4.88973542,5.094833791,5.272406877,5.098634325,4.965063224,4.969177109,5.285849999
"220206_at",6.742253784,6.386359992,6.784117954,7.033761115,6.911105718,6.712271419,6.576600734,6.628486761,7.056548706,7.126172422,6.496342416,6.391982736,6.402415542,6.095156401,6.459501137,6.669199329,6.490937412,6.541477631,6.440485277,6.271499796,6.714758991,6.851285159,6.502833715,6.558712202
"209520_s_at",6.556527664,6.574910621,6.245818794,7.785177313,7.317226538,6.103580363,6.0460598,6.424562375,6.182037861,6.029056282,5.7909104,6.414701225,6.095747894,6.05970688,5.991713095,6.129462084,5.598194178,6.116088489,6.426037099,5.741845912,6.270040182,6.374134428,6.632338904,5.940145373
"200018_at",13.29635679,13.03350324,13.32495084,13.12001506,13.0347972,13.25833872,13.06045581,12.91841839,13.31356558,12.92630615,13.35688698,12.74412367,12.87556466,13.01084027,13.11356363,13.15138802,13.00695181,13.1847407,13.17976596,12.97043111,13.09479462,13.38551524,13.26840087,13.15482159
"51228_at",5.249579325,5.22496711,5.240622514,5.479195526,5.7742997,5.064380412,5.282931292,5.3200367,6.535298007,5.511738523,5.319930041,5.688034831,5.122526742,5.083314192,5.141597446,4.867422228,4.822419761,4.842438367,5.359843139,5.219214566,5.068650563,5.956060469,4.923230343,4.951465474
"211001_at",7.487264306,7.238574785,7.384506245,7.351888052,7.448031732,7.24104629,7.118260923,7.169806493,7.301896616,7.115291952,7.383155723,7.419471013,7.27657348,7.380829894,7.189319482,7.169958851,7.448109002,7.025837014,7.037443469,7.3354493,7.187979735,7.193779006,7.343557462,7.177254173
"203444_s_at",6.145359118,5.717126741,6.192422397,5.952936545,6.028566676,5.884395194,6.15961986,6.017794369,5.844890423,6.296805957,5.835101579,5.937969934,5.817687172,5.823438614,5.648232788,5.585706952,6.057021837,5.823138897,5.690415592,5.731035991,5.864171443,5.498052678,5.465494809,5.851238843
"209702_at",8.411871118,9.124119963,8.737942159,8.881545956,8.282525343,8.973648676,9.16879373,8.583483229,8.997300092,9.582181489,9.420734245,8.665827327,9.195830765,8.875230835,10.02819892,10.15694494,9.427739485,9.707163316,9.733224091,9.760767558,9.348489332,9.551379479,9.584413189,9.675081867
"212121_at",8.359295717,8.986394912,8.557689909,8.632057411,8.035306709,8.700233474,8.405771653,8.292923655,8.447997416,8.615611902,8.559566613,8.633767215,8.861412214,8.581936719,8.784845554,9.053212688,8.287546826,8.75746297,8.676171273,8.545525708,8.555369421,9.158693839,9.060480763,8.785018071
"206066_s_at",7.371660444,7.501669976,7.232314192,7.203014826,7.613491502,6.888219831,7.130686034,6.786028238,7.010440977,7.231316311,7.323309595,6.945101693,6.8982348,6.624715457,6.561336889,6.81969324,6.653507455,6.884518071,6.931247868,6.735546346,6.69095699,7.087888231,7.087610638,6.903723048
"204960_at",7.795988192,7.10147436,6.783377287,6.584631407,7.376022998,7.559306998,7.448808392,8.303328756,7.142152161,6.868936065,6.867673013,7.141236047,7.028086429,7.679630027,7.449363367,6.839360808,6.658615288,7.480716674,7.703582712,7.5580196,7.324337188,6.612434721,7.104745018,7.216011111
"215807_s_at",7.585577163,8.565703378,8.218497392,8.277142649,7.988068548,8.125901435,8.019202967,8.078147699,7.868007532,8.160395044,8.707612469,8.492879002,8.122831145,8.300473189,8.501205213,8.621073048,8.232006105,8.582274075,8.473924773,8.346161263,8.134023537,7.864519796,8.517393095,8.64380403
"219970_at",5.115881149,5.083446156,5.213627866,4.971486426,5.28407705,5.406908876,5.051475071,5.054305288,5.316972225,5.316972225,5.435806065,4.768921134,6.380769419,6.064153259,6.072195033,6.279048061,5.426522703,5.882761944,6.096098048,5.715939047,5.909497562,5.896619143,6.305807146,5.751337294
"205386_s_at",5.373549257,4.432580852,4.677575764,4.6307246,4.660676178,4.752779339,4.450511708,4.627686824,4.942653491,4.405592621,4.44631322,5.75435782,4.678257752,4.680584087,4.556159633,4.405579112,4.658343758,4.528283469,4.3860397,4.567365359,4.499964019,4.606228321,4.466249589,4.466257779
"220930_s_at",5.50033341,5.550261111,5.821244338,5.751220145,6.084872647,5.793705083,5.88658243,5.885132305,5.878763213,5.578837132,5.94233899,5.617817318,6.141214662,5.897397008,6.067841807,5.620305943,5.880562541,5.815471583,5.648496127,5.763678403,5.891084816,5.857678259,5.807923953,5.894197889
"219506_at",9.615109675,9.435431569,8.396980167,8.370648025,9.159459909,9.284041256,8.824467398,9.615842373,8.676936274,8.867844296,8.748078607,8.859271983,9.634176326,9.830363199,9.460847359,9.317589965,9.09202721,8.885112427,9.812578361,9.448497805,9.176190096,9.211518492,10.38020857,9.282619833
"215444_s_at",6.482806997,6.556772428,6.16923309,6.293999593,6.024789305,5.991233045,5.926845869,6.418800726,6.653704612,6.172828929,6.109879835,6.118754328,6.090533023,6.03807642,6.037899132,5.804693238,5.998526989,6.043243305,6.03612041,6.073840257,5.983323638,5.934408933,6.055238041,5.983672015
"207178_s_at",5.152226873,5.305385545,5.446764114,5.209500498,5.139793627,4.894963562,4.863434566,4.686230237,5.100346133,5.433369831,5.291856978,5.07770367,4.605905541,4.661765917,4.735322759,4.974417744,4.77919128,4.795306236,4.742084267,4.604780507,4.817537763,5.103004633,5.058144113,4.771747866
"204708_at",6.200651243,5.880458564,6.254360782,6.277622396,6.193343618,6.344101177,6.032675541,6.207473173,6.059085245,6.147463703,6.081879378,6.980953026,6.108649592,6.256225896,6.177038,6.16528904,6.384306388,6.109267782,5.961037949,6.33184946,6.275771009,6.018433731,6.117426667,6.148540055
"217742_s_at",9.958376663,10.24069674,10.47087158,11.13350149,10.58000713,10.34824992,10.38526767,10.01779497,10.48062202,9.82419713,9.961659932,10.37150684,10.55579042,9.819704454,10.26836136,10.83689287,9.996246843,10.24101269,10.58531919,10.2765864,10.10019172,10.49368158,10.1745779,10.50607004
"216248_s_at",8.776500248,7.925144266,6.637588999,8.416945223,6.263154972,6.520133822,6.685593103,6.442189498,8.666653362,8.654246218,6.912555731,8.096504376,8.328356956,9.851531326,9.778769462,9.482680157,8.531011835,6.811348467,7.401112632,8.749270474,8.379356688,8.676734875,10.14210746,7.541920576
"214119_s_at",10.27302163,10.55737486,10.59767738,10.00942881,10.48510316,10.16791959,10.4277331,10.60804299,11.10013327,10.22113285,10.07383825,10.73274442,10.94505317,10.26147142,10.36763611,10.4529164,10.03439621,10.74770468,10.80204899,10.46912325,10.50667787,10.5548206,10.76577779,10.72279292
"207780_at",5.925914513,5.061590666,5.478400046,5.304770816,5.467685857,5.337600217,5.236925991,5.159278456,5.264239419,5.2254192,5.221141701,5.456779822,5.388070206,5.283226539,5.189784965,5.278327874,5.056191106,5.252695735,5.084146485,4.928338149,5.138457971,5.282590089,5.1879115,5.110417551
"218776_s_at",8.236548018,8.574193568,8.818938511,8.035480709,7.772661969,8.33763851,8.509177668,8.146094282,8.014392591,8.039778151,7.804975737,8.668778437,8.029677773,8.312275205,8.142241077,7.984058706,8.377920091,8.070001652,7.941372937,8.001942809,8.177155388,8.146432389,8.238620328,8.04505758
"208502_s_at",6.025515908,6.586269961,5.761629376,6.404211621,7.100999364,5.854526032,5.565543709,6.818669431,6.206180409,5.78157037,6.327527079,7.588583399,5.664672164,5.682371543,5.665925625,5.327978483,5.384472576,5.789939613,5.768148686,5.897669039,5.629891868,5.30230509,5.490293753,5.932810289
"202711_at",7.106607732,6.379492625,6.885419591,6.581301552,6.972824186,6.703635546,6.294211823,6.957740021,6.566705504,6.384640209,6.733508174,7.025640959,6.939078846,6.863904962,6.579679155,6.816644725,7.100609023,7.133299082,6.800556283,7.327403113,7.096338374,6.747605263,6.71396617,7.284803414
"221847_at",7.503304905,8.025547752,8.121561515,8.273533427,7.940070503,7.499078821,7.32837029,7.582844471,7.83566181,7.589540927,8.264497519,7.879526666,7.504020374,7.731815315,7.699632216,7.8648228,7.626937716,8.219724608,7.854933688,7.278071491,7.954410703,8.571481111,8.187302548,7.597733849
"205769_at",6.282328144,7.3350141,7.212180575,6.477872311,5.756967106,7.757669889,5.600932367,6.644297554,6.183343973,5.735268938,6.681888025,5.873598157,5.586976559,5.28377505,6.168901551,6.101197945,6.012693869,5.49212494,5.573359771,5.782228344,5.755012435,6.062099001,6.01376005,6.146039874
"221525_at",8.661819768,9.311387393,8.919606691,9.009503895,9.226812507,8.51596796,8.895840251,8.680174589,8.467941972,9.120112229,9.198120578,8.96192285,8.622932459,9.008602975,8.544233291,8.152945861,8.600472092,8.479900288,8.679276059,9.014833506,8.312593033,7.996720476,8.422687214,8.709538223
"201608_s_at",9.482203157,9.03637127,9.1448235,10.04954364,8.974767809,8.962355164,9.563662754,9.5166813,9.398591148,9.272130232,9.39205098,9.366453213,9.367632738,9.331107643,9.2717895,9.650454977,9.468482315,9.406841669,9.555462558,9.292938746,9.151375516,9.628579205,9.626333211,9.455329827
"218253_s_at",9.741767119,9.661374838,10.140128,9.989580792,9.367439376,9.985935307,9.590816887,9.869493672,9.816343946,10.67811125,9.917137091,9.854410703,9.360370162,9.849788141,9.610896889,9.682790329,9.571399678,10.02813033,9.907772026,9.747407929,9.567328656,9.783173866,9.63997443,9.981001355
"205436_s_at",10.5207521,10.48590609,9.204179612,10.59053193,10.05576029,9.450946606,10.74073518,9.606461059,8.967665809,9.61984666,9.790323836,10.25197129,9.116562513,9.825490149,9.060580865,8.874168227,9.805748618,9.186499754,8.798446361,8.79597152,8.957562074,8.896078907,9.311457105,8.745086529
"207680_x_at",5.254695372,4.91362428,5.425655677,4.907093575,5.029606288,4.97548185,4.833205978,4.822095171,4.833198551,5.040436445,5.022184599,5.203810877,4.963767758,4.992870112,4.862270294,4.638449466,5.193051138,4.865247342,4.697767404,4.974651621,4.923942465,4.74052689,4.754683738,4.863123586
"218568_at",7.929716266,7.926308081,7.963178653,8.286720041,8.582575526,7.932145468,8.360483723,7.842673392,7.90545717,8.857718347,7.775986811,7.791646251,7.866347134,7.667883511,7.659112265,7.815592907,7.48207074,7.354045888,7.437170505,7.424524189,7.673159014,7.772521887,7.893507004,7.435598476
"216223_at",7.118942989,6.831033106,7.427417126,6.955173467,7.592954428,7.365042403,7.051848393,7.118869534,7.562652876,7.354877787,7.066887301,7.392763319,7.192682596,7.027056825,7.142723031,6.950461723,7.296711948,7.045692019,6.784101264,7.025918346,7.242485868,6.789686443,6.936371912,6.982499744
"215624_at",5.556567041,5.532817011,5.779867785,5.769999125,6.326926453,5.684273671,5.799976608,5.829565148,5.994870579,5.746133671,6.107739958,5.484036127,5.860451381,6.099819974,6.089716008,5.704730882,6.045617524,5.935727863,5.74553705,5.794418784,6.067043323,5.832985953,5.948759129,6.052916612
"220113_x_at",8.565484727,8.269473446,8.058281663,7.775596548,7.814077882,7.97006193,7.96045397,8.274176423,7.969746416,8.183617859,8.041815191,8.363729807,7.910230953,8.307218202,8.212719148,7.810906811,8.455065521,7.717794615,8.039025638,8.568930781,7.784371507,7.851094622,7.536113606,8.185155484
"212743_at",6.689641929,6.719700421,6.869272457,6.746900071,7.067614245,7.023201896,6.945121419,6.721656895,7.080535559,6.82856106,6.987469816,6.490537467,7.146396751,6.951076805,7.003919417,7.064750806,6.613485253,6.922190463,6.943942319,6.947688045,6.775135315,7.106390454,7.157380673,6.900970732
"205523_at",4.581782585,4.248576794,4.580470203,4.63232688,4.454025323,4.56788863,4.448350456,4.409609341,4.429677014,4.663796667,4.505528237,5.353699874,4.429732179,4.44984722,4.227297459,4.251671824,4.629736595,4.463124671,4.593330361,4.73889982,4.413323207,4.294615163,4.156781819,4.395607935
"206574_s_at",6.997840426,7.809371057,7.221317228,8.262402033,7.156205521,6.672307891,7.264356698,7.547134276,7.493414073,8.073386812,7.304313723,6.550683513,7.478209696,7.66691579,6.808489969,7.331893145,7.060481697,7.443907192,6.912085419,6.440703596,7.002670218,6.268131044,8.276000302,6.783210285
"219776_s_at",8.129643419,7.234407791,7.68620723,7.366912247,7.622145813,7.505830533,7.307816397,7.532834157,7.338122931,7.356589794,7.449325868,7.75934653,7.365342807,7.506410977,7.239103026,7.216554806,7.680739938,7.162477146,7.042405821,7.354496708,7.517360833,7.051240921,7.092165789,7.192231274
"204718_at",6.498487931,6.484613709,6.82912008,6.762375881,6.903862719,6.985526499,6.537588446,6.850192585,6.598855935,6.543473124,6.889423823,6.927619164,6.559480912,6.904766709,7.026493393,7.033451208,7.225707913,7.152100915,6.855380744,7.331993692,7.012108747,6.916243162,6.603792476,7.38523236
"203662_s_at",7.109942638,7.124914605,7.636302877,9.487994201,7.740369782,7.467111235,7.328649082,7.370110758,7.733392949,7.25774731,7.604854344,7.563548737,7.757444875,7.809296394,7.911679995,7.769376846,8.005177826,8.492390936,8.094581898,8.277981887,7.618137418,7.818062922,7.538930127,8.490275109
"203505_at",8.845295479,9.019424047,8.761757065,7.680459983,8.045815509,9.524239423,8.727826251,9.198384572,8.600182093,8.48081985,8.622610599,9.43992155,9.012273014,9.286161024,9.192153783,9.074966264,8.756961811,9.120961781,9.405959183,9.116561467,9.400695806,9.123111824,9.369434536,9.249051116
"209029_at",8.720771755,9.337159962,9.249620024,9.713041333,9.569397642,9.153292679,8.812279525,9.493584437,9.420453541,9.164037506,9.552433023,9.269510541,9.164457876,9.251186206,9.117198565,9.151650495,9.285530337,9.351775568,9.334245634,9.385832625,9.26535361,8.976038115,9.348855586,9.499496692
"212371_at",9.124794924,9.698077823,9.270253736,9.954458703,9.183109812,9.593090715,9.237097211,9.717885447,10.00879249,10.37238475,9.833910279,10.27033876,9.918204659,9.597348187,9.640657661,10.27810197,10.12764201,9.73267669,10.0329116,9.674783044,9.887147312,10.02077944,10.18358542,10.15527825
"209210_s_at",10.13495773,9.47860029,8.914057797,9.598324091,10.06053898,9.530987327,9.111150437,9.52770616,9.340709053,9.810697416,9.449063014,8.379236517,11.09985045,10.68251936,9.985592357,11.17362415,10.66489018,10.71255409,11.27477903,11.06276156,10.56950984,11.42963835,10.92518434,11.11920095
"221632_s_at",6.946952619,7.352740187,6.868719572,7.27171224,7.159755976,7.155977863,7.301334625,7.439766444,7.089362697,7.075071411,7.40724594,6.998344325,7.293242432,7.357103202,7.325525638,7.337005003,7.337106536,7.263622668,7.414622168,7.48671585,7.427194541,7.195254098,7.245261334,7.514750455
"208455_at",5.814947577,5.813378167,6.036023053,5.814947577,5.815481264,5.863752651,5.815986244,5.923293419,5.778631046,5.866331797,5.856282964,5.748776702,5.797345912,5.904275253,5.730288268,5.689334748,5.832439308,5.62868803,5.715512247,5.607912474,5.856857779,5.610993984,5.674746421,5.763872434
"209986_at",5.378843602,5.188300283,5.458599786,5.179138984,5.320232758,5.291767855,4.9512137,5.20233022,5.076760496,5.331763457,5.112990496,5.14730227,5.332559102,5.237892803,5.237277866,5.271984553,5.726805495,5.364231116,4.902617415,5.199037076,5.24062771,4.997473825,4.9667902,5.221891038
"219639_x_at",9.318672128,9.289350223,9.635084755,9.067321703,8.380370945,9.261743056,8.688778977,9.394347714,9.088656339,9.315793066,9.107363694,9.860279204,9.193783811,9.481280303,9.206381385,9.349450759,9.458836854,9.279487811,9.070027561,9.429077382,8.971706233,8.994166659,9.29282928,9.373922395
"202003_s_at",10.03335258,9.442206278,9.579544323,9.480638996,9.709283746,9.648086049,9.591628345,9.450392428,8.157660735,9.128774806,9.461497209,8.831656067,9.624396302,10.08253534,9.878961439,10.02407345,9.837931104,10.05531493,10.30289118,9.747477007,9.985983354,9.963890377,10.01123687,9.925624349
"218313_s_at",8.853084705,9.42133398,10.41382302,10.08690487,8.797756537,9.874138784,10.10329441,9.02833213,9.477666768,8.550661827,8.820375944,9.144977777,7.897682313,8.682628663,8.203656453,8.525269526,7.329369464,7.355488513,7.783447263,6.429023156,7.903361921,8.672877313,8.806971501,7.146378355
"206296_x_at",7.754425661,7.752573663,7.433435985,7.389022379,7.859563505,7.933798995,7.802526249,8.373864977,7.754994026,7.390155407,7.705010037,7.709764688,7.728981848,8.093175244,8.129751347,7.628665348,7.419238797,7.910978371,7.514925564,7.9535583,7.605298204,7.311406661,7.671385527,7.692841134
"201732_s_at",6.424734165,7.01707149,7.551178517,7.12035728,7.040886266,6.916679468,7.705503499,7.563852905,7.070664483,7.058976099,6.979021602,7.090619633,7.297237221,7.288003877,6.710797453,6.653958085,6.814769158,6.776078035,7.022107715,7.245047527,7.07425679,7.268724413,6.897568647,7.058976099
"219115_s_at",5.953953704,6.453692115,5.446448688,5.869179704,5.124154633,5.09334265,5.482514678,5.354860641,5.389637357,5.694197302,5.590885911,5.911420799,6.360464833,6.1953036,6.259228984,7.983518288,6.41244567,5.523171877,6.310309619,5.973839317,5.986571962,7.085617248,5.784441326,6.469311402
"201145_at",10.15950895,10.19588768,10.29773013,10.77583885,10.33679923,9.944516867,10.24950014,10.15763563,10.6289836,10.55192168,9.884017488,10.27749157,9.212565623,9.86122022,9.782075391,9.809231249,9.793705479,9.891993591,9.863785059,9.854283724,9.729005732,9.962276491,9.993818218,9.76329223
"215906_at",9.350379684,8.157750633,8.42260428,8.335222118,8.758772329,8.727171917,8.45183095,8.639847524,8.553818348,8.65022003,8.35159417,8.991504692,8.413063919,8.517330735,8.533245289,8.209464872,8.544550314,8.21600056,8.153820385,8.212741079,8.60291198,8.236693081,8.395374267,8.28073054
"219797_at",5.682645839,6.492238239,6.50319882,5.771430632,6.813893804,6.206616177,6.104234233,6.200634559,6.308374558,6.261267472,5.869529985,6.509422297,6.377046063,6.255912366,6.171561249,6.193332837,6.186298648,6.097029487,5.966117782,5.972051297,6.466355385,6.406862128,6.74969835,5.773783322
"203226_s_at",8.73124365,9.150316563,8.972467336,8.590710719,8.578776922,8.776791673,8.960609472,8.750435144,8.520965671,8.90627467,9.10782508,9.000541669,9.112421391,8.674654106,8.936110355,9.130192832,8.626024588,9.138183678,9.042112658,8.855720347,8.781555828,8.834992426,8.860726124,9.020816316
"221595_at",5.737119108,6.079166565,5.660712873,5.374835487,5.51554618,5.47496566,5.905640127,5.731031894,5.446455959,5.485231016,5.442302965,5.744460462,5.570340791,5.483025813,5.572214152,5.742446527,5.598078949,5.633917016,5.666510149,5.480828848,5.44053994,5.381416516,5.37291939,5.540228172
"207661_s_at",5.398160254,5.553982264,5.458055145,5.319854103,5.693652445,5.210724883,5.753460476,5.683935943,5.69350491,5.486281908,5.625988188,5.567660392,5.918385947,5.548377837,5.530131986,5.524941781,5.194516596,5.363462499,5.439331376,5.371044095,5.425308452,5.492406461,5.530878348,5.612368239
"206133_at",7.444849664,8.459910274,8.753626431,6.929012692,7.105364049,7.388663155,7.850057632,7.815059009,7.650977977,7.336545295,7.237991251,8.707125092,8.807603275,7.978134647,8.270389069,7.76306721,7.77777461,7.820932535,7.930268186,8.489297803,7.507721133,8.415983254,7.090438271,8.100213281
"206915_at",4.531406765,4.660332967,4.945766729,5.184695182,4.896148182,4.653917866,4.663213288,4.724988001,4.717228901,4.772532365,4.657605979,4.378790885,4.80023599,4.69990951,4.820109197,4.754031458,4.769198972,4.690067404,4.6319844,4.723999004,4.875823208,4.679288938,4.661821009,4.591778529
"218142_s_at",8.868114054,9.223764705,9.295553476,8.555404001,8.937684653,9.302427141,8.736545315,8.767830665,8.749547119,8.826417562,9.015849621,8.855200385,9.284992441,9.206517736,9.451586164,9.500808641,9.460438404,9.676936214,10.02238535,9.827262541,9.282538101,9.863313509,9.257301173,9.725687797
"204689_at",7.283604569,7.200931467,6.883350533,6.916956566,7.247169097,7.933091168,7.28439381,7.533674909,7.426346301,7.52756836,7.054702055,6.84675243,8.152652432,7.375500465,7.768184607,7.928287256,7.082517229,8.702029822,8.17730075,7.50769128,7.710723552,8.476387729,7.64945856,7.491605091
"208011_at",4.831851528,4.234258596,4.46680667,4.374700476,4.410488963,4.380806703,4.346247991,4.173031618,4.456750401,4.594970275,4.407003927,4.797366687,4.452445656,4.335760818,4.344971839,4.325061891,4.65887825,4.385379068,4.235240009,4.90207943,4.331078086,4.419086494,4.320256515,4.225088249
"211714_x_at",11.99785799,12.35149555,12.60110736,13.10484411,13.06621311,11.47741409,12.98692405,12.37996343,11.50678089,12.87452882,11.47169002,12.13502705,11.71553326,11.66101829,11.249712,11.46855513,11.25394992,11.604176,11.77581406,11.68920634,11.22131035,11.20230356,11.68846454,11.76253835
"219740_at",5.382761381,5.281638268,5.349934258,5.653674756,5.50968512,5.43024017,5.7472146,5.618130668,5.559782278,5.89403655,5.508553072,5.607167716,6.13012109,5.807582574,5.563806902,5.527874273,5.670741197,5.540156894,5.291315155,5.426016015,5.546268621,5.506377103,5.610647025,5.366492954
"218871_x_at",6.424229152,6.49696158,6.238253731,5.561557642,5.915810422,6.614162175,6.679878023,6.585167059,6.707962155,6.515942634,6.084526722,6.563343515,6.810783603,6.268941813,6.70398267,7.012442138,6.624979819,6.47655901,6.569883256,6.46025085,6.948484586,7.476148233,7.551668629,6.4907002
