stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000306245	9606.ENSP00000360266	FOS	JUN	9606	0.999	0	0	0	0.69	0.999	0.9	0.999
9606.ENSP00000306662	9606.ENSP00000368766	ADRA1B	ADRA1D	9606	0.949	0	0	0	0.099	0.292	0.9	0.301
9606.ENSP00000306662	9606.ENSP00000369960	ADRA1B	ADRA1A	9606	0.957	0	0	0.063	0.08	0.541	0.9	0.1
9606.ENSP00000308541	9606.ENSP00000364731	F2	F7	9606	0.926	0	0	0.147	0.192	0	0.54	0.794
9606.ENSP00000308541	9606.ENSP00000334145	F2	F3	9606	0.996	0	0	0	0	0	0.54	0.993
9606.ENSP00000308541	9606.ENSP00000364709	F2	F10	9606	0.999	0	0	0.125	0.209	0.93	0.75	0.972
9606.ENSP00000308541	9606.ENSP00000366307	F2	THBD	9606	0.999	0	0	0	0	0.967	0.9	0.927
9606.ENSP00000309591	9606.ENSP00000355192	PRKACA	CACNA1S	9606	0.919	0	0	0	0.042	0	0.9	0.223
9606.ENSP00000309591	9606.ENSP00000339191	PRKACA	CAV1	9606	0.922	0	0	0	0	0.292	0	0.895
9606.ENSP00000309591	9606.ENSP00000401888	PRKACA	RAF1	9606	0.923	0	0	0	0.054	0.088	0.9	0.216
9606.ENSP00000309591	9606.ENSP00000351957	PRKACA	PDE3A	9606	0.928	0	0	0	0.078	0.34	0.65	0.704
9606.ENSP00000309591	9606.ENSP00000360493	PRKACA	RUNX2	9606	0.937	0	0	0	0.055	0	0.9	0.391
9606.ENSP00000309591	9606.ENSP00000363822	PRKACA	AR	9606	0.939	0	0	0	0.048	0	0.9	0.415
9606.ENSP00000309591	9606.ENSP00000332549	PRKACA	GRIN2A	9606	0.942	0	0	0	0	0.065	0.9	0.431
9606.ENSP00000309591	9606.ENSP00000343925	PRKACA	ESR2	9606	0.943	0	0	0	0	0	0.9	0.457
9606.ENSP00000309591	9606.ENSP00000385523	PRKACA	PPARA	9606	0.946	0	0	0	0.049	0	0.9	0.478
9606.ENSP00000309591	9606.ENSP00000360266	PRKACA	JUN	9606	0.963	0	0	0	0	0	0.9	0.65
9606.ENSP00000309591	9606.ENSP00000345502	PRKACA	PDE4D	9606	0.968	0	0	0	0.078	0.651	0.65	0.75
9606.ENSP00000309591	9606.ENSP00000369689	PRKACA	CALML5	9606	0.989	0	0	0	0.055	0	0.65	0.971
9606.ENSP00000309591	9606.ENSP00000324806	PRKACA	GSK3B	9606	0.99	0	0	0	0.094	0.618	0.9	0.768
9606.ENSP00000309591	9606.ENSP00000384273	PRKACA	RELA	9606	0.992	0	0	0	0.086	0.742	0.9	0.718
9606.ENSP00000309591	9606.ENSP00000379696	PRKACA	PKIA	9606	0.998	0	0	0	0.095	0.973	0.9	0.591
9606.ENSP00000310928	9606.ENSP00000419692	PPARD	RXRA	9606	0.995	0	0	0	0.049	0.761	0.9	0.838
9606.ENSP00000311032	9606.ENSP00000358022	CASP3	MCL1	9606	0.911	0	0	0	0.091	0.354	0	0.861
9606.ENSP00000311032	9606.ENSP00000496129	CASP3	PRKCB	9606	0.931	0	0	0	0.104	0	0.9	0.301
9606.ENSP00000311032	9606.ENSP00000398698	CASP3	TNF	9606	0.939	0	0	0	0.098	0.096	0	0.932
9606.ENSP00000311032	9606.ENSP00000451828	CASP3	AKT1	9606	0.945	0	0	0	0.044	0.311	0	0.923
9606.ENSP00000311032	9606.ENSP00000358327	CASP3	CASP7	9606	0.95	0	0	0.069	0.134	0.421	0.9	0.096
9606.ENSP00000311032	9606.ENSP00000381185	CASP3	BCL2	9606	0.987	0	0	0	0.098	0.354	0	0.98
9606.ENSP00000311032	9606.ENSP00000351273	CASP3	CASP8	9606	0.999	0	0	0.088	0.105	0.786	0.9	0.983
9606.ENSP00000311032	9606.ENSP00000330237	CASP3	CASP9	9606	0.999	0	0	0	0.049	0.846	0.9	0.957
9606.ENSP00000316244	9606.ENSP00000358963	HTR1A	HTR1B	9606	0.914	0	0	0	0.083	0.322	0	0.873
9606.ENSP00000316244	9606.ENSP00000437737	HTR1A	HTR2A	9606	0.92	0	0	0	0.113	0.324	0	0.878
9606.ENSP00000322788	9606.ENSP00000361405	MMP1	MMP9	9606	0.974	0	0	0	0.154	0	0.9	0.725
9606.ENSP00000324173	9606.ENSP00000358327	HSPA5	CASP7	9606	0.966	0	0	0	0.042	0.524	0	0.932
9606.ENSP00000324173	9606.ENSP00000451828	HSPA5	AKT1	9606	0.971	0	0	0	0.042	0.637	0	0.924
9606.ENSP00000324806	9606.ENSP00000361021	GSK3B	PTEN	9606	0.906	0	0	0	0.056	0.092	0	0.899
9606.ENSP00000324806	9606.ENSP00000360266	GSK3B	JUN	9606	0.908	0	0	0	0.059	0.697	0	0.704
9606.ENSP00000324806	9606.ENSP00000401888	GSK3B	RAF1	9606	0.922	0	0	0	0.061	0	0.9	0.241
9606.ENSP00000324806	9606.ENSP00000362082	GSK3B	CCND3	9606	0.935	0	0	0	0	0	0.9	0.384
9606.ENSP00000324806	9606.ENSP00000380252	GSK3B	NFE2L2	9606	0.953	0	0	0	0.049	0.547	0.75	0.62
9606.ENSP00000324806	9606.ENSP00000358335	GSK3B	MAP3K7	9606	0.961	0	0	0	0.056	0.954	0	0.178
9606.ENSP00000324806	9606.ENSP00000478887	GSK3B	MYC	9606	0.996	0	0	0	0	0.822	0.9	0.839
9606.ENSP00000324806	9606.ENSP00000451828	GSK3B	AKT1	9606	0.996	0	0	0	0.138	0.929	0.9	0.428
9606.ENSP00000327251	9606.ENSP00000356438	NOS2	PTGS2	9606	0.908	0	0	0	0	0.095	0	0.902
9606.ENSP00000327251	9606.ENSP00000451828	NOS2	AKT1	9606	0.976	0	0	0	0	0.045	0.9	0.775
9606.ENSP00000327251	9606.ENSP00000369689	NOS2	CALML5	9606	0.993	0	0	0	0	0.066	0.9	0.94
9606.ENSP00000330237	9606.ENSP00000351273	CASP9	CASP8	9606	0.944	0	0	0	0.104	0.628	0.54	0.678
9606.ENSP00000330237	9606.ENSP00000381185	CASP9	BCL2	9606	0.946	0	0	0	0.091	0.125	0	0.938
9606.ENSP00000330237	9606.ENSP00000358327	CASP9	CASP7	9606	0.952	0	0	0	0.06	0.326	0.9	0.343
9606.ENSP00000330237	9606.ENSP00000451828	CASP9	AKT1	9606	0.989	0	0	0	0.085	0.067	0.9	0.887
9606.ENSP00000334145	9606.ENSP00000366307	F3	THBD	9606	0.982	0	0	0	0.075	0	0.54	0.963
9606.ENSP00000334145	9606.ENSP00000364709	F3	F10	9606	0.999	0	0	0	0	0	0.7	0.998
9606.ENSP00000334145	9606.ENSP00000364731	F3	F7	9606	0.999	0	0	0	0	0.987	0.9	0.999
9606.ENSP00000336528	9606.ENSP00000498939	NR1I2	CYP3A4	9606	0.962	0	0	0	0.162	0.071	0	0.955
9606.ENSP00000336528	9606.ENSP00000419692	NR1I2	RXRA	9606	0.999	0	0	0	0	0.97	0	0.982
9606.ENSP00000339191	9606.ENSP00000361021	CAV1	PTEN	9606	0.912	0	0	0	0	0.345	0	0.872
9606.ENSP00000339191	9606.ENSP00000451828	CAV1	AKT1	9606	0.937	0	0	0	0.074	0.046	0.5	0.875
9606.ENSP00000339191	9606.ENSP00000343925	CAV1	ESR2	9606	0.971	0	0	0	0.053	0.049	0.5	0.945
9606.ENSP00000339191	9606.ENSP00000369689	CAV1	CALML5	9606	0.996	0	0	0	0.045	0	0.8	0.98
9606.ENSP00000343925	9606.ENSP00000360266	ESR2	JUN	9606	0.967	0	0	0	0	0.057	0.9	0.686
9606.ENSP00000345341	9606.ENSP00000354612	PTGES2	PTGS1	9606	0.962	0	0	0	0	0	0.9	0.635
9606.ENSP00000345341	9606.ENSP00000356438	PTGES2	PTGS2	9606	0.963	0	0	0	0	0	0.9	0.648
9606.ENSP00000345571	9606.ENSP00000378699	E2F1	CDK1	9606	0.909	0	0	0	0.234	0.328	0.5	0.688
9606.ENSP00000345571	9606.ENSP00000418915	E2F1	CDKN2A	9606	0.969	0	0	0	0.067	0.621	0	0.921
9606.ENSP00000345571	9606.ENSP00000355249	E2F1	E2F2	9606	0.993	0	0	0.089	0.137	0.609	0.9	0.81
9606.ENSP00000345571	9606.ENSP00000362768	E2F1	RBL1	9606	0.994	0	0	0	0.131	0.922	0.9	0.342
9606.ENSP00000345571	9606.ENSP00000478887	E2F1	MYC	9606	0.995	0	0	0	0.084	0.166	0.5	0.99
9606.ENSP00000345571	9606.ENSP00000481380	E2F1	CCNA2	9606	0.999	0	0	0	0.244	0.813	0.9	0.989
9606.ENSP00000351255	9606.ENSP00000412237	STAT4	IL10	9606	0.941	0	0	0	0.091	0.046	0.75	0.762
9606.ENSP00000351273	9606.ENSP00000381185	CASP8	BCL2	9606	0.984	0	0	0	0.086	0.648	0	0.954
9606.ENSP00000351273	9606.ENSP00000358327	CASP8	CASP7	9606	0.992	0	0	0.083	0.109	0.628	0.9	0.788
9606.ENSP00000351273	9606.ENSP00000398698	CASP8	TNF	9606	0.999	0	0	0	0.101	0.994	0	0.928
9606.ENSP00000352900	9606.ENSP00000419692	RXRG	RXRA	9606	0.943	0	0	0.054	0	0.432	0.9	0.064
9606.ENSP00000354522	9606.ENSP00000411532	TOP1	TOP2A	9606	0.994	0	0	0	0.111	0.857	0	0.96
9606.ENSP00000354612	9606.ENSP00000356438	PTGS1	PTGS2	9606	0.946	0	0	0.057	0.157	0.292	0.9	0.192
9606.ENSP00000354612	9606.ENSP00000363512	PTGS1	ALOX5	9606	0.97	0	0	0	0.13	0	0.9	0.692
9606.ENSP00000355192	9606.ENSP00000496129	CACNA1S	PRKCB	9606	0.902	0	0	0	0	0	0.9	0.068
9606.ENSP00000355192	9606.ENSP00000369689	CACNA1S	CALML5	9606	0.902	0	0	0	0.044	0.423	0	0.837
9606.ENSP00000355192	9606.ENSP00000437737	CACNA1S	HTR2A	9606	0.909	0	0	0	0	0	0.9	0.128
9606.ENSP00000355249	9606.ENSP00000481380	E2F2	CCNA2	9606	0.973	0	0	0	0.151	0.146	0.9	0.674
9606.ENSP00000355249	9606.ENSP00000362768	E2F2	RBL1	9606	0.983	0	0	0	0.099	0.74	0.9	0.389
9606.ENSP00000356438	9606.ENSP00000398698	PTGS2	TNF	9606	0.916	0	0	0	0.185	0	0	0.901
9606.ENSP00000356438	9606.ENSP00000363512	PTGS2	ALOX5	9606	0.973	0	0	0	0.072	0	0.9	0.741
9606.ENSP00000356505	9606.ENSP00000496129	NCF2	PRKCB	9606	0.922	0	0	0	0.067	0	0.9	0.237
9606.ENSP00000356505	9606.ENSP00000361405	NCF2	MMP9	9606	0.941	0	0	0	0.213	0	0.9	0.313
9606.ENSP00000356505	9606.ENSP00000451828	NCF2	AKT1	9606	0.994	0	0	0	0	0.236	0	0.993
9606.ENSP00000358022	9606.ENSP00000363591	MCL1	BAK1	9606	0.998	0	0	0	0.063	0.927	0.9	0.871
9606.ENSP00000358335	9606.ENSP00000430684	MAP3K7	IKBKB	9606	0.996	0	0	0	0.095	0.916	0.9	0.61
9606.ENSP00000358335	9606.ENSP00000398698	MAP3K7	TNF	9606	0.999	0	0	0	0.055	0.994	0.5	0.787
9606.ENSP00000358421	9606.ENSP00000498939	HSD3B1	CYP3A4	9606	0.947	0	0	0	0.112	0.108	0.913	0.315
9606.ENSP00000358421	9606.ENSP00000378488	HSD3B1	CYP1A1	9606	0.95	0	0	0	0.07	0.108	0.913	0.391
9606.ENSP00000358421	9606.ENSP00000369927	HSD3B1	AKR1C3	9606	0.971	0	0	0	0.067	0	0.9	0.714
9606.ENSP00000359663	9606.ENSP00000398698	CD40LG	TNF	9606	0.942	0	0	0	0.118	0	0.5	0.88
9606.ENSP00000360266	9606.ENSP00000380252	JUN	NFE2L2	9606	0.92	0	0	0	0.049	0.629	0	0.791
9606.ENSP00000360266	9606.ENSP00000381185	JUN	BCL2	9606	0.927	0	0	0	0.047	0	0	0.927
9606.ENSP00000360266	9606.ENSP00000427279	JUN	CXCL2	9606	0.953	0	0	0	0.25	0	0.9	0.431
9606.ENSP00000360266	9606.ENSP00000360493	JUN	RUNX2	9606	0.968	0	0	0	0.055	0.51	0	0.937
9606.ENSP00000360266	9606.ENSP00000478887	JUN	MYC	9606	0.97	0	0	0	0.079	0.626	0	0.922
9606.ENSP00000360266	9606.ENSP00000385523	JUN	PPARA	9606	0.979	0	0	0	0	0.057	0	0.979
9606.ENSP00000360266	9606.ENSP00000384273	JUN	RELA	9606	0.986	0	0	0	0.087	0.271	0	0.98
9606.ENSP00000360266	9606.ENSP00000398698	JUN	TNF	9606	0.989	0	0	0	0.151	0	0.9	0.881
9606.ENSP00000360266	9606.ENSP00000451828	JUN	AKT1	9606	0.991	0	0	0	0.049	0.085	0.9	0.915
9606.ENSP00000360266	9606.ENSP00000471896	JUN	IRF3	9606	0.998	0	0	0	0.067	0.805	0	0.992
9606.ENSP00000360493	9606.ENSP00000378517	RUNX2	SPP1	9606	0.901	0	0	0	0	0	0	0.901
9606.ENSP00000361021	9606.ENSP00000478887	PTEN	MYC	9606	0.908	0	0	0	0.044	0.317	0	0.87
9606.ENSP00000361021	9606.ENSP00000418915	PTEN	CDKN2A	9606	0.923	0	0	0	0.053	0.188	0	0.908
9606.ENSP00000361021	9606.ENSP00000430684	PTEN	IKBKB	9606	0.952	0	0	0	0.057	0.092	0.9	0.514
9606.ENSP00000361021	9606.ENSP00000451828	PTEN	AKT1	9606	0.988	0	0	0	0	0.648	0	0.967
9606.ENSP00000361405	9606.ENSP00000398698	MMP9	TNF	9606	0.93	0	0	0	0.207	0	0	0.915
9606.ENSP00000361405	9606.ENSP00000378517	MMP9	SPP1	9606	0.947	0	0	0	0.138	0	0	0.941
9606.ENSP00000361405	9606.ENSP00000368683	MMP9	EDN1	9606	0.963	0	0	0	0.044	0	0.9	0.648
9606.ENSP00000362082	9606.ENSP00000362768	CCND3	RBL1	9606	0.927	0	0	0	0.044	0.157	0.9	0.201
9606.ENSP00000362082	9606.ENSP00000378699	CCND3	CDK1	9606	0.949	0	0	0	0.107	0.858	0	0.634
9606.ENSP00000362082	9606.ENSP00000418915	CCND3	CDKN2A	9606	0.975	0	0	0	0	0	0.9	0.768
9606.ENSP00000362082	9606.ENSP00000368458	CCND3	PCNA	9606	0.978	0	0	0	0	0.71	0.9	0.326
9606.ENSP00000362082	9606.ENSP00000413720	CCND3	CDKN1C	9606	0.992	0	0	0	0.098	0.844	0.9	0.508
9606.ENSP00000362768	9606.ENSP00000481380	RBL1	CCNA2	9606	0.953	0	0	0	0.202	0.852	0.5	0.307
9606.ENSP00000363591	9606.ENSP00000381185	BAK1	BCL2	9606	0.999	0	0	0	0	0.788	0.9	0.969
9606.ENSP00000363822	9606.ENSP00000370253	AR	NKX3-1	9606	0.95	0	0	0	0.044	0.422	0	0.917
9606.ENSP00000364028	9606.ENSP00000368683	ECE1	EDN1	9606	0.984	0	0	0	0.062	0	0.75	0.939
9606.ENSP00000364709	9606.ENSP00000364731	F10	F7	9606	0.988	0	0	0.093	0.408	0.292	0.9	0.744
9606.ENSP00000364731	9606.ENSP00000366307	F7	THBD	9606	0.942	0	0	0	0	0.094	0.54	0.872
9606.ENSP00000366182	9606.ENSP00000496129	ELK1	PRKCB	9606	0.902	0	0	0	0.064	0	0.9	0
9606.ENSP00000368458	9606.ENSP00000384408	PCNA	PARG	9606	0.91	0	0	0	0.047	0.9	0	0.137
9606.ENSP00000368458	9606.ENSP00000481380	PCNA	CCNA2	9606	0.925	0	0	0	0.447	0.794	0	0.398
9606.ENSP00000368458	9606.ENSP00000378699	PCNA	CDK1	9606	0.93	0	0	0	0.605	0.6	0	0.595
9606.ENSP00000368766	9606.ENSP00000369960	ADRA1D	ADRA1A	9606	0.909	0	0	0	0.078	0	0.9	0.093
9606.ENSP00000369927	9606.ENSP00000498939	AKR1C3	CYP3A4	9606	0.935	0	0	0	0.063	0	0.9	0.363
9606.ENSP00000369927	9606.ENSP00000378488	AKR1C3	CYP1A1	9606	0.935	0	0	0	0.067	0.045	0.9	0.358
9606.ENSP00000369927	9606.ENSP00000478561	AKR1C3	CYP1B1	9606	0.937	0	0	0	0.073	0.045	0.9	0.377
9606.ENSP00000370253	9606.ENSP00000451828	NKX3-1	AKT1	9606	0.94	0	0	0	0	0	0.9	0.433
9606.ENSP00000372023	9606.ENSP00000391090	CHEK2	CHEK1	9606	0.971	0	0	0	0.298	0.922	0	0.526
9606.ENSP00000378488	9606.ENSP00000478561	CYP1A1	CYP1B1	9606	0.937	0	0	0.095	0.135	0	0.913	0.177
9606.ENSP00000378488	9606.ENSP00000498939	CYP1A1	CYP3A4	9606	0.987	0	0	0.233	0.117	0.076	0.909	0.81
9606.ENSP00000378517	9606.ENSP00000452786	SPP1	ITGB3	9606	0.994	0	0	0	0.043	0	0.9	0.949
9606.ENSP00000378699	9606.ENSP00000391090	CDK1	CHEK1	9606	0.911	0	0	0	0.786	0.361	0	0.403
9606.ENSP00000378699	9606.ENSP00000381185	CDK1	BCL2	9606	0.92	0	0	0	0.047	0.626	0	0.795
9606.ENSP00000378699	9606.ENSP00000413720	CDK1	CDKN1C	9606	0.952	0	0	0	0.085	0.854	0	0.673
9606.ENSP00000378699	9606.ENSP00000411532	CDK1	TOP2A	9606	0.997	0	0	0	0.96	0.053	0	0.943
9606.ENSP00000378699	9606.ENSP00000481380	CDK1	CCNA2	9606	0.999	0	0.007	0	0.993	0.939	0.9	0.998
9606.ENSP00000380070	9606.ENSP00000451828	GAPDH	AKT1	9606	0.911	0	0	0	0.056	0.25	0	0.884
9606.ENSP00000380252	9606.ENSP00000451828	NFE2L2	AKT1	9606	0.923	0	0	0	0.049	0.317	0.4	0.825
9606.ENSP00000380252	9606.ENSP00000478887	NFE2L2	MYC	9606	0.961	0	0	0	0.066	0.531	0.75	0.693
9606.ENSP00000381185	9606.ENSP00000478887	BCL2	MYC	9606	0.955	0	0	0	0.065	0.3	0	0.937
9606.ENSP00000381185	9606.ENSP00000451828	BCL2	AKT1	9606	0.993	0	0	0	0	0	0.9	0.934
9606.ENSP00000384273	9606.ENSP00000401888	RELA	RAF1	9606	0.925	0	0	0	0.101	0.098	0.9	0.186
9606.ENSP00000384273	9606.ENSP00000427279	RELA	CXCL2	9606	0.953	0	0	0	0.055	0.292	0.9	0.38
9606.ENSP00000384273	9606.ENSP00000398698	RELA	TNF	9606	0.997	0	0	0	0.118	0.516	0.9	0.944
9606.ENSP00000384273	9606.ENSP00000430684	RELA	IKBKB	9606	0.999	0	0	0	0.067	0.877	0.9	0.957
9606.ENSP00000385523	9606.ENSP00000419692	PPARA	RXRA	9606	0.999	0	0	0	0.084	0.84	0.9	0.986
9606.ENSP00000391090	9606.ENSP00000481380	CHEK1	CCNA2	9606	0.939	0	0	0	0.79	0	0	0.721
9606.ENSP00000391826	9606.ENSP00000413720	IGF2	CDKN1C	9606	0.907	0	0	0	0.089	0	0	0.903
9606.ENSP00000398698	9606.ENSP00000451828	TNF	AKT1	9606	0.907	0	0	0	0.074	0.057	0	0.903
9606.ENSP00000398698	9606.ENSP00000427279	TNF	CXCL2	9606	0.928	0	0	0	0.292	0	0.4	0.844
9606.ENSP00000398698	9606.ENSP00000412237	TNF	IL10	9606	0.992	0	0	0	0.234	0	0.4	0.984
9606.ENSP00000398698	9606.ENSP00000430684	TNF	IKBKB	9606	0.999	0	0	0	0.089	0.994	0.5	0.934
9606.ENSP00000401888	9606.ENSP00000496129	RAF1	PRKCB	9606	0.908	0	0	0	0.047	0.05	0.9	0.111
9606.ENSP00000401888	9606.ENSP00000451828	RAF1	AKT1	9606	0.992	0	0	0.145	0.075	0.816	0.9	0.557
9606.ENSP00000411532	9606.ENSP00000481380	TOP2A	CCNA2	9606	0.982	0	0	0	0.869	0	0	0.868
9606.ENSP00000413720	9606.ENSP00000481380	CDKN1C	CCNA2	9606	0.998	0	0	0	0	0.839	0.9	0.928
9606.ENSP00000418915	9606.ENSP00000478887	CDKN2A	MYC	9606	0.998	0	0	0	0.055	0.783	0.9	0.929
9606.ENSP00000419260	9606.ENSP00000451828	PIK3CG	AKT1	9606	0.994	0	0	0	0	0.098	0.9	0.947
9606.ENSP00000430684	9606.ENSP00000451828	IKBKB	AKT1	9606	0.99	0	0	0	0.152	0.775	0.9	0.57
9606.ENSP00000451828	9606.ENSP00000478887	AKT1	MYC	9606	0.928	0	0	0	0	0.169	0	0.918
