"probe","A","M","pvalue","padj"
"205530_at",5.9895877017,-0.248741438399999,0.0147675054182369,0.0576855680399878
"211952_at",5.95942338335,-0.304768070299997,0.0148714351870339,0.0580160020300412
"215340_at",7.38593969385,0.271630749500005,0.0148961437945591,0.0580369238749054
"221891_x_at",11.7567589655,0.190930463000006,0.0149305458276711,0.0580955090570858
"221632_s_at",7.25771263605,-0.183146545299999,0.0150561604153288,0.0585083953963555
"201356_at",9.888895056,-0.224935864199994,0.0151767768800957,0.0588980815045447
"201223_s_at",8.89965200185,0.340332345700007,0.0151957050281725,0.0588980815045447
"211894_x_at",7.86697076515,0.264621540500005,0.0153044138697909,0.0592428923991907
"201239_s_at",10.42920977655,0.314160716900009,0.0154149180475578,0.0595937553384965
"219225_at",7.21674633705,0.456374354099999,0.0154469627488354,0.0596407828140362
"202168_at",9.78356106605,0.532461033900006,0.0154693715724641,0.0596471264365136
"215399_s_at",9.78926034685,-0.320635126899989,0.0154883704980147,0.0596471264365136
"200734_s_at",10.1370811536,0.215783504200008,0.0155129721521575,0.0596652775082982
"213667_at",7.835568865,0.384058028200003,0.0155534548178113,0.0597178224320244
"208476_s_at",6.257951028,-0.322312245399999,0.0155664457139477,0.0597178224320244
"214549_x_at",7.5234644376,0.342177264200005,0.0158060707463747,0.0605596580320868
"210082_at",6.84552512795,0.7573683563,0.0158755701104794,0.0607483550145895
"218238_at",7.4663506802,0.516962680400005,0.016124109112092,0.0616141438755701
"212519_at",10.27446526635,0.340239696300001,0.0161469265275429,0.0616141438755701
"215949_x_at",7.06620196225,0.635385394699999,0.0161644778917784,0.0616141438755701
"210757_x_at",9.74790711835,-0.537793750299995,0.0161839817913164,0.0616141438755701
"212785_s_at",7.7861912579,-0.368440048399996,0.0162075472921967,0.0616256551034093
"217730_at",9.69782642495,-0.610065398299996,0.0163030019922413,0.0619101341477518
"206359_at",7.1539228076,-0.686598979999994,0.0163714575365591,0.0620914950817665
"215369_at",6.0630565013,-0.173515936599997,0.0164094786803476,0.0621571162134379
"214888_at",7.44487239715,0.209771136900003,0.0165178397609291,0.0624886750098202
"210303_at",4.90449973425,0.225561933700002,0.0165890806393742,0.0626273662907915
"50221_at",7.90400642325,-0.235559629499996,0.0165962520670598,0.0626273662907915
"205127_at",7.4619786627,-0.242813530999995,0.0166399208540775,0.0627132695505432
"204128_s_at",5.9798553429,0.415757709200006,0.0167284500586772,0.0629678170339168
"222021_x_at",10.1353698864,0.333714801200006,0.0167610289143659,0.0630113868961123
"203505_at",8.91063318305,-0.444425511699999,0.0168068775086785,0.0631046714969156
"217258_x_at",7.7750286438,1.1157120598,0.0169164168464296,0.0634365631741111
"204455_at",5.42706029445,0.671581488500005,0.0170615811661772,0.0639010530568436
"219095_at",7.67585283405,-0.270989326899996,0.0171951261327233,0.0643209206959725
"202435_s_at",8.788165226,0.897099876600006,0.0174331392257588,0.0651300344673431
"212080_at",8.7741506169,-0.320576768599995,0.0175312065839888,0.0654149499402567
"202917_s_at",10.12906703055,-1.1497124101,0.0175896497305468,0.0655514896790563
"200042_at",9.93048888705,0.292897002100007,0.0176375464595182,0.0656484359535416
"212438_at",8.36147857455,0.258203262100006,0.0176777074235986,0.0657163844743441
"202676_x_at",9.24824763205,0.348190271700005,0.0177122506080734,0.0657633067131437
"208798_x_at",9.28655238965,-0.715655100699999,0.0178602064376676,0.0662306790024756
"220253_s_at",4.5906971515,0.357893538200002,0.0178875993543117,0.0662503679789322
"218340_s_at",7.3349333741,0.542693103000004,0.0179609225230237,0.0664399106893601
"209320_at",7.29283796805,-0.204772472699993,0.0180956332906793,0.0667973127862701
"213339_at",6.2148496505,-0.222551048799994,0.0181020717650792,0.0667973127862701
"204012_s_at",7.8218778694,-0.275832594399995,0.0182623593097969,0.0672525926058932
"218793_s_at",7.05004212495,-0.614877866899997,0.0182702876579343,0.0672525926058932
"215096_s_at",9.544542385,-0.321028821599997,0.0185123090939258,0.0680599599041389
"210150_s_at",8.78915979445,-0.350647717699994,0.0185975080328329,0.0682895031805369
"213531_s_at",10.934354096,-0.209318731999998,0.0188280611416988,0.0690515689793354
"207357_s_at",8.19389759385,0.421336113300004,0.0189569023544331,0.0694392027634911
"216412_x_at",8.10147950515,0.789327247300003,0.01902251499767,0.0695945670646462
"221222_s_at",6.05632723925,0.256287361100001,0.0190787363638922,0.0696801867437695
"212842_x_at",9.62639699725,-0.355103348299998,0.0190923711677928,0.0696801867437695
"201510_at",9.12278392485,0.780209135500002,0.0191681057399886,0.0698715883596181
"217523_at",7.6455971512,-0.828474435399995,0.01932517018626,0.0703586293189077
"212087_s_at",8.43561184375,0.305890073900002,0.0195369357749844,0.0710434028181251
"212878_s_at",7.70677501445,-0.498211233699997,0.0200255594884136,0.0727320562533182
"213038_at",8.60357877645,0.361774118500001,0.0202175132147781,0.0733404348782761
"203444_s_at",5.9206341133,0.206715229400001,0.0202443092409129,0.0733489465250469
"203131_at",9.27383445855,-0.730955709499998,0.0203534603606252,0.0736554657199947
"AFFX-r2-Ec-bioB-M_at",7.56086075875,-0.4090362253,0.0204335858699493,0.0738563344696963
"206111_at",7.35625623895,0.401867484700002,0.0204744920006109,0.0739151335762128
"218401_s_at",6.65794572815,0.639058576500004,0.0205289459215378,0.0739547442522742
"212359_s_at",9.4135411315,-0.251650477599997,0.0205347673207148,0.0739547442522742
"209674_at",6.7801278902,-0.496679310199996,0.0205721448364158,0.0740005209943013
"216157_at",6.5719970994,0.201567380600004,0.0205993357211228,0.0740095894172076
"213751_at",5.9421215187,0.224687889200003,0.0206751863409559,0.0741932524196981
"205377_s_at",7.06813221345,0.478881718700006,0.0209585278244701,0.0751201714138713
"213535_s_at",10.187000232,0.209801294000011,0.0210075251939604,0.0752059374485456
"203314_at",8.11143075145,-0.255771391299997,0.021033720575582,0.0752099663012466
"211375_s_at",8.49772913895,0.296582786900004,0.021112032759528,0.0754001169983144
"203227_s_at",8.7583408014,-0.314837293799995,0.0211905794015756,0.0755906518486646
"215218_s_at",7.09453735225,0.312893993500003,0.0213137857087038,0.0759041755973708
"201817_at",8.8105935292,0.376400460800005,0.0213290733428612,0.0759041755973708
"219702_at",7.1478795605,0.192834583000002,0.0214215288697894,0.0760867743777929
"220196_at",6.63281317405,1.0386730315,0.0214311081164117,0.0760867743777929
"212048_s_at",9.8353393941,0.305405823600003,0.0215080389072714,0.0762696415151468
"206110_at",7.0032701679,0.573913456200003,0.0215973052410155,0.0764957682680596
"210403_s_at",7.2683597358,0.210827766600003,0.0216450184728402,0.0765725605139216
"33148_at",5.01589075365,0.198093376500003,0.0216700346254398,0.0765725605139216
"214870_x_at",11.4505138775,-0.30147478899999,0.0217554991970796,0.0767841148132222
"216525_x_at",8.25577737145,0.259739331700008,0.0218865826073264,0.0771559903901049
"211621_at",6.29358332395,-0.283714676299995,0.0219654277185816,0.0772722907815549
"220293_at",5.2415403748,0.500783202800005,0.0219710880122221,0.0772722907815549
"201289_at",10.5587809819,-0.780583679399998,0.0220677011518372,0.0775211984256577
"206934_at",6.83664535305,-0.184561729099997,0.0221227525056544,0.0776236930022961
"217187_at",8.83875020365,0.288080897900006,0.0221749775876111,0.0777160429472351
"214145_s_at",6.42327088955,0.420513024500003,0.0225402525619747,0.0789040346393514
"218171_at",9.9465712701,-0.311192628599997,0.0232452032073184,0.0812769342913229
"209917_s_at",6.9345509176,0.379728962600005,0.0233745921545077,0.0816341984441478
"202215_s_at",8.3077682408,-0.295245125399999,0.0234112503574669,0.0816671524097684
"207508_at",10.4470505287,0.398673632600001,0.023456981931113,0.0817316443592788
"205929_at",7.9664036514,-0.242705298000002,0.0235276474670159,0.08188276380632
"216675_at",7.8675671799,-0.150727320399996,0.0236511048955516,0.0821837799859312
"220169_at",4.5798216815,0.194586112400001,0.0236689286359482,0.0821837799859312
"212873_at",9.05724104015,-0.405497570099994,0.0239455514262252,0.083048155235463
"220043_s_at",6.7235117567,0.258076800600004,0.024166438297108,0.0836987254101101
"220123_at",4.26773081345,0.148216242700001,0.0241889316435218,0.0836987254101101
"213632_at",6.5086197272,0.146913801800004,0.0242539991915963,0.0838271861460702
"216139_s_at",5.06961846405,0.168918226500005,0.0243362283409001,0.0840145972643273
"214873_at",5.49632274325,0.184322891500004,0.024378435813562,0.084038222191443
"212935_at",9.08396284085,-0.416627119299992,0.024399097176249,0.084038222191443
"217930_s_at",7.8584048479,0.282913386600002,0.0244702537367126,0.0841866527639195
"214398_s_at",6.9943260302,0.195801155000004,0.0246906649652826,0.0848476459288061
"207214_at",6.93346210675,0.262737307300005,0.024755463713896,0.0849729875763022
"201997_s_at",9.6323227814,-0.245406096599989,0.024853839948417,0.0852131655374298
"221197_s_at",7.16408907595,-0.162256673099994,0.0249730013884256,0.0855239773576221
"210480_s_at",8.0554687591,0.369084101400001,0.0250029712435842,0.0855289780282241
"205258_at",8.81664146675,0.747839492900008,0.0251175393962634,0.0858230275498749
"205483_s_at",10.33622448465,0.911139998500007,0.0251970111069384,0.0859966249383564
"210850_s_at",7.51251835165,0.229059777100006,0.0252636006324023,0.0861259112468259
"214436_at",7.777194183,0.267034234000002,0.0253705712936734,0.0863924107616575
"208415_x_at",8.8050143527,0.197057951800007,0.0255905980615275,0.0870184857696397
"213918_s_at",8.4190414141,0.573242466200004,0.025637515950722,0.0870184857696397
"215026_x_at",7.68816639525,0.239772282900005,0.0256414471401205,0.0870184857696397
"201146_at",10.09675529425,-0.288783388699994,0.0257130987636395,0.0871630466564051
"221601_s_at",8.39787190405,0.348017650900006,0.02579010774342,0.0873254212531152
"201536_at",9.5431500849,-0.286549770599994,0.0258612169927982,0.0874674757366342
"35156_at",9.18466932455,-0.226214487699998,0.0259495602667976,0.0876674333337756
"203950_s_at",8.1581733641,-0.211430182399996,0.0262274952594349,0.0885067331589478
"214978_s_at",5.78409296825,0.321657874100004,0.0263203596288523,0.0887203133556819
"219506_at",9.22453132965,-0.399710470899999,0.0267291162067263,0.0899368463370214
"202713_s_at",9.28274123955,0.372208199300008,0.0267435299742564,0.0899368463370214
"205870_at",7.3270088451,0.571648319000003,0.0267712012596534,0.0899368463370214
"203138_at",7.5014537419,0.393219006800004,0.0269058214895323,0.0902879915756116
"212414_s_at",8.6233359271,-0.512829052999995,0.0269426114520273,0.0903104294481361
"219638_at",5.69828829475,0.208547807900003,0.0273172117312475,0.0914427100504101
"214460_at",6.91042043425,-0.232517039499998,0.0273413703050726,0.0914427100504101
"222269_at",5.9803978383,0.152429929200005,0.0274729622231895,0.0917804974048646
"211695_x_at",9.23698291955,0.447984933900004,0.0275873679081072,0.0920601821182665
"221442_at",6.27274610705,0.1922465487,0.0276656107185374,0.0921942221551053
"216381_x_at",8.29002887835,0.390275195500005,0.0276889980539166,0.0921942221551053
"209431_s_at",7.61264732385,0.361973624300004,0.0277712389454087,0.0923655397297406
"219611_s_at",8.29313948315,0.215606016300004,0.0279748742143369,0.0929397814429798
"219760_at",6.9310267306,-0.196639375999995,0.0281084471280566,0.0932802448939932
"218952_at",8.15087096625,0.825451960500002,0.0282240499621706,0.0935603866149301
"215996_at",7.04007057605,-0.224609630099995,0.0282676708041735,0.0936015589542168
"201164_s_at",9.6290045933,0.319628899000001,0.0286105743528025,0.0946325502297767
"212544_at",8.7559288544,0.406197877600007,0.0286767719447361,0.0947470438702736
"205714_s_at",5.58026591625,-0.4424866845,0.0288266969138971,0.0951376135772183
"200666_s_at",10.5092787975,-0.385825688999997,0.0290932937825414,0.0959119575248616
"219226_at",7.6394938903,0.247112313400003,0.0292960448383778,0.0964743518278084
"213470_s_at",6.11178076205,0.508668628900002,0.0295554133010615,0.0972217542798074
"216798_at",5.769360678,-0.176978690799999,0.0295896266478978,0.0972276888758965
"208750_s_at",9.28277181785,0.487553009100003,0.0296282644708576,0.0972481328365128
"210656_at",4.8959580428,0.215507142000003,0.0296752318797879,0.0972958422288128
"201840_at",10.3564448603,0.343781045600007,0.0297151850286446,0.097320474984644
"212648_at",7.78071268305,-0.373610488899999,0.0297569779958917,0.0973510730508998
"215878_at",4.86747625615,-0.145307456899998,0.0299054357796253,0.0976393292821599
"213394_at",8.1747363673,-0.211075005799991,0.029910181203435,0.0976393292821599
"216622_at",5.7194646257,0.161143345800004,0.0301595635517066,0.0983464028859999
"208866_at",7.4370800928,-0.408134229599995,0.0304928681150066,0.0993253033062104
"213298_at",6.658551282,-0.404143297599999,0.0308153302024822,0.100258426800203
"215327_at",7.11107400005,0.195872555900004,0.0308461759788624,0.100258426800203
"215480_at",6.5336821879,0.183290340200003,0.031069102792696,0.100873710365896
"211016_x_at",6.7640654501,0.245690427000003,0.0316320141092463,0.102590316029988
"221965_at",7.3088459615,0.266875246400004,0.031829689809859,0.103119945388312
"219489_s_at",9.76068547925,-0.456565199099993,0.0318933844835241,0.103214836516259
"211472_at",6.63268927335,0.150837318900003,0.0319996741006946,0.10344722230828
"212369_at",9.4587521543,0.161774823000007,0.0322334486253155,0.104069340242517
"211924_s_at",9.54456093485,0.348797506100007,0.0322614954751801,0.104069340242517
"219464_at",8.23077538895,0.206232613500001,0.0324591655447808,0.104594518404235
"210182_at",7.7209904175,0.144736535200003,0.0325625305167031,0.104815012392821
"212613_at",6.77706209565,-0.364177076699995,0.0327519825301867,0.105311840933076
"209967_s_at",7.3627040353,-0.515211015399998,0.0328977855677797,0.105667405463961
"212144_at",9.17751081495,-0.244072067699994,0.0332050210090329,0.106540174360533
"203857_s_at",9.3310197262,0.306474972000004,0.033414540736343,0.107097886975458
"208468_at",7.1364766257,0.276888007400002,0.0335251062737163,0.107337586788846
"201097_s_at",11.299987083,0.362024831999998,0.0336385314446315,0.107585921464706
"211970_x_at",13.5194262925,0.166746401000003,0.0339826417588005,0.108511830316749
"210510_s_at",7.6964062859,0.304803475600004,0.034000373499248,0.108511830316749
"216052_x_at",5.5743019762,0.259032778000003,0.0342928998299582,0.109329117417507
"201695_s_at",8.991479185,0.429024148200007,0.0344411907701279,0.109685320923974
"208963_x_at",7.8809711367,0.427810600600002,0.0344932528367102,0.109734632566416
"218731_s_at",8.4296893538,0.413852272400009,0.0347547736341916,0.110449492481541
"222007_s_at",5.6188860433,0.167357701800001,0.0348713438674376,0.110702678944246
"207334_s_at",6.50171388735,-0.426059564899997,0.0350030440274063,0.111003310869153
"215837_x_at",5.2224456057,0.165360273000005,0.0352169124744275,0.111563608683508
"219980_at",6.43416162515,0.170217803100006,0.0353319022008383,0.11180981709126
"220485_s_at",6.96541905345,0.208099507500005,0.0354812655909935,0.112164169413046
"222147_s_at",7.0358188679,0.360009927800004,0.0355391234581187,0.112175928292844
"202142_at",9.56114296195,0.225452451700006,0.0355597692688314,0.112175928292844
"202335_s_at",4.97084187985,-0.147301211699996,0.0360290423221312,0.113536898073943
"214539_at",7.01027136275,0.213347827700003,0.0361122686941093,0.113598099315486
"217041_at",6.47386897155,0.139082225100003,0.0361241955823246,0.113598099315486
"214780_s_at",8.3336689682,-0.202669877199995,0.0363385464141313,0.114152501824496
"213526_s_at",5.40328543275,0.315056761900002,0.03649412699835,0.114515233440966
"204613_at",8.9173751898,-0.256307564599995,0.0365352232864568,0.114515233440966
"209538_at",7.8404511672,-0.327298197199997,0.0365685312121484,0.114515233440966
"211702_s_at",5.870567692,0.232375610200005,0.0366546565319658,0.114665244625545
"220432_s_at",4.6410383069,-0.198104963799997,0.0367338514360489,0.114793285737653
"205723_at",7.34841381145,0.201944920700002,0.0368320150646664,0.114980275956295
"222141_at",4.99053670565,0.144456004100006,0.037066661902473,0.115592500735363
"205071_x_at",6.8026992353,0.267928519800006,0.0371160440546617,0.115626305466236
"210465_s_at",5.95766908475,0.202430959300002,0.0372573936736178,0.115862486205799
"213801_x_at",13.033349996,0.187531860000011,0.0372690997295321,0.115862486205799
"217159_x_at",7.46895823585,0.190142273700005,0.0377627061897362,0.117275485061292
"215043_s_at",4.88526436075,-0.292145208699997,0.0378745856646885,0.11750129989045
"206271_at",6.38641097565,-0.376709082899998,0.0380512241001443,0.117927347417802
"214892_x_at",8.10637393685,0.184646950300001,0.0384042405740671,0.118898577628691
"212637_s_at",4.5229809504,-0.249823349599997,0.0384523050675015,0.118924654847943
"213851_at",7.5037311126,-0.196616937199996,0.0388080705325353,0.119901350769934
"220212_s_at",7.68629223675,-0.188648118299995,0.0391146423234191,0.120724204701911
"200829_x_at",10.20973033135,0.179566030300004,0.0392464882552992,0.121006644158168
"203446_s_at",8.05346073795,0.2730628183,0.0393713348209113,0.121266945033608
"217878_s_at",8.4670172703,0.272060306400004,0.0397132122457053,0.122194499217555
"213329_at",7.162872313,-0.226963163599995,0.0398834126681389,0.122592456971738
"218906_x_at",8.90808011095,0.232657826300006,0.0399327955184192,0.122618614693201
"213392_at",7.7429764024,-0.384183454999993,0.0399881132471858,0.122662924071122
"207649_at",6.51109528245,0.151996760300004,0.0401202234896185,0.1226708551407
"210964_s_at",6.2997678676,0.244968445400003,0.0401360932452083,0.1226708551407
"218435_at",9.1138523617,0.242368824600005,0.0401495454933423,0.1226708551407
"203709_at",7.98804898925,0.166232066300001,0.0401542599160557,0.1226708551407
"202736_s_at",8.19807488475,0.343015559900005,0.0403146345561687,0.123035507292478
"202218_s_at",8.1089675302,0.466478640200001,0.0404314702841278,0.123266677695512
"216997_x_at",4.75075794075,-0.163545395499997,0.0406553895087459,0.123816209389727
"202621_at",8.68750377565,0.176467653700005,0.0406942608194235,0.123816209389727
"202321_at",7.4878113936,0.258163974000003,0.0408015741431641,0.124016942684389
"206291_at",6.6084191513,-0.400248915999997,0.0409358433900359,0.124299119605372
"214916_x_at",7.79821543775,0.831944293500002,0.0410184132952583,0.124423902816759
"31637_s_at",10.7308023625,0.208042403000002,0.0412035304874399,0.124859183295272
"217580_x_at",6.8759171943,0.202371634000005,0.0412784051686012,0.124959854193545
"203975_s_at",7.3818855952,0.165912849600003,0.0414590440933286,0.125380173669341
"218361_at",9.44461290955,0.4856484389,0.0415239623295118,0.125404584802509
"202720_at",9.8289495473,0.375906596400007,0.041550719097898,0.125404584802509
"207353_s_at",7.73812629175,0.240125352300005,0.041690445650585,0.125699836132417
"205194_at",4.8562977374,0.332198809400002,0.0417465686420936,0.125712715156605
"206999_at",5.6776343392,0.242501597600001,0.0417785256703785,0.125712715156605
"205670_at",6.23927786045,-0.164417956299999,0.0422155953868699,0.12690058733528
"218212_s_at",8.08860872605,-0.374652133499998,0.0423342369951879,0.126995771735266
"208887_at",9.7153740279,-0.315565885599993,0.0423450692944616,0.126995771735266
"219558_at",7.49792992665,0.284638631900004,0.0423854389761787,0.126995771735266
"205332_at",6.52264719915,0.237526436500004,0.0424165877595788,0.126995771735266
"220005_at",7.66979939905,-0.447529105699998,0.0425178409562606,0.127112667650599
"205665_at",6.14879869595,-0.167013432899996,0.0425403727737339,0.127112667650599
"210691_s_at",5.27193694565,0.312340010300003,0.0427093607853558,0.127490629210017
"218544_s_at",7.84160379815,-0.209337908699995,0.0428681964110319,0.127729499982316
"209407_s_at",7.31975896675,0.370438461700004,0.0428745354940641,0.127729499982316
"214472_at",5.4062731061,0.327183623800001,0.0438652985373734,0.130551483742183
"206820_at",7.1410687942,0.215585372800004,0.0440560347684821,0.130989201492018
"200045_at",9.57272223185,0.222380685900005,0.0441639383821018,0.131073181260061
"219741_x_at",7.55387494375,0.205162029700001,0.0441716620846405,0.131073181260061
"221095_s_at",7.41306579,0.140225460200004,0.0445922097666316,0.131955989257289
"212704_at",8.4350290627,0.177548107600007,0.0446741815307139,0.131955989257289
"220719_at",4.401613039,-0.207116106399997,0.0447016177681056,0.131955989257289
"217938_s_at",10.35276828415,0.294848723500007,0.0447196710335033,0.131955989257289
"204253_s_at",6.79765750215,0.205248440700005,0.0447418944013155,0.131955989257289
"215458_s_at",6.74701740455,0.268904483100003,0.0447909253008992,0.131955989257289
"203165_s_at",5.6719796438,0.419179117400001,0.0448058874169835,0.131955989257289
"217157_x_at",8.3489292263,0.673757889600006,0.0448210510177259,0.131955989257289
"217909_s_at",8.77766170635,0.202338621900001,0.0448684713535352,0.13196609221628
"207791_s_at",7.3258968969,0.397738189800002,0.0452546972075027,0.132971686212055
"220713_at",7.25154081415,0.194444392100003,0.0454262790959456,0.133345241964615
"216885_s_at",8.7251614727,-0.175181102799998,0.0454991644514819,0.133428634755079
"204517_at",9.4555395683,0.326116997000003,0.0456263738087661,0.133671017017869
"208194_s_at",5.217849264,0.133448452400002,0.0456975349953551,0.133748882913234
"206010_at",7.54142007435,0.674000597700005,0.0457872391065599,0.133880816101052
"213600_at",7.40394744915,0.253271675900006,0.0460317685193331,0.134445717474418
"214758_at",6.6239032445,0.232774160200001,0.0460700658545672,0.134445717474418
"206982_at",4.77335462895,0.161943911700003,0.0462481042213933,0.134834123094441
"211139_s_at",7.99058795385,0.191602931300006,0.0463727457095345,0.135032781697038
"219039_at",9.23308867905,0.205160242500003,0.0464434493406877,0.135032781697038
"207045_at",6.1417246796,0.178454020200003,0.0464595923503287,0.135032781697038
"213727_x_at",9.37662986805,-0.179761934299993,0.0465197603639007,0.135032781697038
"203025_at",8.17302469635,0.247232575300004,0.0465412987582459,0.135032781697038
"210802_s_at",7.44634514165,0.233842137700002,0.0466266629600938,0.135149747710417
"209259_s_at",7.98132179605,0.389745021100002,0.04671457943412,0.135273878670232
"215687_x_at",8.0123651855,0.190172475800003,0.0469588613847022,0.135659241949087
"220547_s_at",9.230182573,-0.287387243999998,0.0469702817273293,0.135659241949087
"204372_s_at",9.3873249949,0.249113054200004,0.0469873777375839,0.135659241949087
"221300_at",7.1847615558,0.205700131000001,0.0470285372090167,0.135659241949087
"220721_at",5.96545328555,0.204442596300002,0.0472998764335688,0.136310883093858
"212943_at",8.99780160805,-0.324329701699996,0.0478140704338785,0.13766047149869
"204059_s_at",8.4683787049,0.722678175800004,0.047866671539705,0.137679783910944
"201556_s_at",8.30992041365,-0.417310114299999,0.0480369613726573,0.137883929680693
"211681_s_at",7.1374461023,0.341808075600003,0.0480486764312177,0.137883929680693
"204954_s_at",7.03233355035,-0.190820926299996,0.0480755301486682,0.137883929680693
"218246_at",9.5558407379,-0.196550995599996,0.0482116598893356,0.13814229194652
"212611_at",9.860081241,-0.447166316599995,0.0486342235554635,0.139156710398115
"202167_s_at",8.9775225516,-0.158948149599993,0.0486584630692076,0.139156710398115
"220082_at",7.7776551276,0.429941931800005,0.0492408798469325,0.140688228134093
"221876_at",8.26951591515,0.207355379900003,0.0494330469651673,0.141102893335397
"206152_at",7.0536563137,0.152990147200004,0.0495665011709721,0.141349337940035
"204919_at",6.6777366742,0.169159829200003,0.0496255152195862,0.141383234243835
"215906_at",8.4869501452,0.235623272200003,0.0497804451161495,0.141629124067231
"220233_at",7.5773518002,-0.288681695199995,0.0498555239231565,0.141629124067231
"210589_s_at",9.0951550709,0.252313490000002,0.0498877063108485,0.141629124067231
"210397_at",6.4503965109,0.755772215600005,0.0499006613796877,0.141629124067231
"210845_s_at",9.96635121215,0.3886273749,0.049954757844912,0.141648651734155
"212722_s_at",6.93160243495,0.212078153500004,0.0505885767812618,0.143081892675367
"212155_at",9.7551631262,0.224309135600002,0.0506164967540152,0.143081892675367
"206345_s_at",6.3819055006,0.235330205800007,0.0506380935921687,0.143081892675367
"220126_at",6.8569229743,0.182309565800002,0.0507188757635479,0.143081892675367
"211506_s_at",6.11347190195,0.704749571900005,0.0507293610456103,0.143081892675367
"202234_s_at",5.92636992805,0.291010023500005,0.0507463779355303,0.143081892675367
"203152_at",8.43612571965,0.323952457100006,0.0509350432505242,0.143403143469242
"215321_at",4.58217078615,-0.508819693699999,0.0509606138467348,0.143403143469242
"203155_at",9.1154882599,0.242436699600002,0.051003718027227,0.143403143469242
"206072_at",5.432629934,0.231345041400001,0.0510527558259929,0.143406617488744
"204088_at",9.4942844219,0.344181311200005,0.0512223209477895,0.143748328197725
"213246_at",7.7425203953,0.577184743400005,0.0514517472285989,0.144257235220371
"208279_s_at",6.1581528848,0.182880164000001,0.0517664289698596,0.144853579018082
"211588_s_at",7.854804506,0.169168561800003,0.0517824963290959,0.144853579018082
"213261_at",8.65364169445,-0.311940740899999,0.051836597511539,0.144853579018082
"204278_s_at",7.52079234365,-0.324211824699997,0.0518575812884734,0.144853579018082
"202596_at",10.6854825495,0.216150999000007,0.0522420448055882,0.145791752945827
"201825_s_at",8.99333317115,0.366170166099998,0.0523619421429864,0.145990545008326
"202819_s_at",8.3565102605,0.232752567000002,0.0524660193848958,0.146144900793582
"203890_s_at",6.42281735995,0.206849821100002,0.0529553792126703,0.14737118519296
"200033_at",11.725474551,-0.293720745999995,0.0530244314386119,0.147419504368262
"201430_s_at",7.9362850022,0.436579572000002,0.0530710215725742,0.147419504368262
"213466_at",6.3525251474,-0.166400653799998,0.0533871873421596,0.148031797503208
"216047_x_at",7.9217309726,0.175615778800005,0.0534337907318548,0.148031797503208
"215714_s_at",9.02075740195,0.307756853300004,0.053439478898658,0.148031797503208
"207187_at",8.4855584332,-0.122971088599998,0.0536071382565651,0.148359238717431
"200008_s_at",10.06204666685,0.365739568300008,0.0536753398595559,0.148411077952689
"208186_s_at",7.2772811961,0.226720410400001,0.05387575856542,0.148828062335414
"211176_s_at",6.767107725,0.168938946800006,0.0544133632671903,0.150140774155269
"204094_s_at",9.44322103535,0.428157579700004,0.0544510540936444,0.150140774155269
"212899_at",8.45247414975,-0.254630548299998,0.0547278558287029,0.150765443054278
"209139_s_at",8.80410846525,0.371783703700009,0.0552853869667144,0.152161615504719
"204235_s_at",9.1770654337,0.785571783400002,0.0556233256267626,0.152951399523637
"203441_s_at",6.6919870109,0.177480900200006,0.0559410035526215,0.15360643162694
"205494_at",7.19296997515,-0.1698209929,0.0559639432560817,0.15360643162694
"218529_at",8.3404162305,0.216659842200004,0.0561770594827111,0.15405043733833
"214855_s_at",7.87430722445,-0.423327061499997,0.0562752020277284,0.154178635692407
"203858_s_at",8.85573189985,0.225993125100002,0.0565332911100282,0.154744409972705
"218048_at",9.70280875565,0.164624181700004,0.0567310616838429,0.155144197859188
"202658_at",9.23318977455,0.359207293900004,0.0569341574606918,0.15555780726965
"209339_at",8.1963679362,0.179907809800003,0.0572075439625435,0.156063411129614
"213044_at",10.07446373665,-0.243525388300002,0.0572627321838388,0.156063411129614
"211935_at",10.20367709335,0.326846482500004,0.0573022185032962,0.156063411129614
"203526_s_at",6.00573751985,-0.223251986899997,0.0573272930216117,0.156063411129614
"211190_x_at",6.84311592185,0.174567831100006,0.0576583053355609,0.156822226660637
"209711_at",8.30123733785,0.301851767100001,0.0577366509681625,0.15689307328305
"219005_at",7.6000438056,0.220813030800003,0.0578425078473295,0.157038482843429
"203778_at",8.8582523755,-0.259131331399997,0.0579840389764066,0.157280395053544
"217668_at",6.11760531725,0.145337055100003,0.0583392430701131,0.158078296376113
"220588_at",6.40421539355,0.202851164300004,0.0584360401714677,0.158078296376113
"220763_at",6.5171798588,0.202014885000003,0.0584362768937032,0.158078296376113
"213558_at",6.60452767915,0.4164688497,0.0585392844517932,0.158154403573836
"211028_s_at",7.0226575716,-0.164461727599999,0.0585759995413123,0.158154403573836
"208152_s_at",9.9334290777,0.283598219200003,0.0586225655913687,0.158154403573836
"220577_at",7.01900432615,-0.194047882099998,0.0589012440252989,0.158760337515901
"206524_at",7.1459091369,0.124264923200005,0.0589530053309044,0.158760337515901
"215331_at",4.9285413995,0.146349295600004,0.0590179833723446,0.158792780374021
"211223_at",7.38444690945,0.174612370500006,0.0593589592861833,0.159567094855331
"204282_s_at",8.1148789977,-0.190795957599999,0.0594223592670617,0.159594519069996
"206503_x_at",6.69133634305,0.162180817700003,0.0595071341265705,0.159679250786862
"218967_s_at",8.03367328355,0.549661672500003,0.0600782427126498,0.161057624188896
"209953_s_at",9.3259248841,-0.228624475599995,0.0601625294484482,0.161057624188896
